nominal_coverage,dgp,functional,n,B,coverage,length,coverage_sd,length_sd,failed,method
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,4,10,0.9495,1.85067383579392,0.218985263099016,2.05074186993767e-16,0,exact
0.95,DGPBeta_1_1,mean,4,10,0.9543,0.562333285747239,0.208844132278498,9.57289342628096e-17,0,exact
0.95,DGPBeta_10_2,mean,4,10,0.9523,0.202495801017839,0.21314139186299,7.71304036897871e-17,0,exact
0.95,DGPExp_1,mean,4,10,0.9453,1.90461971647365,0.227405103962358,1.4734529887058e-16,0,exact
0.95,DGPLaplace_0_1,mean,4,10,0.9512,2.84742962335971,0.215460442588035,2.70470780087067e-16,0,exact
0.95,DGPLogNorm_0_1,mean,4,10,0.9499,3.89039512427725,0.218162209089813,3.64333804656604e-16,0,exact
0.95,DGPNorm_0_1,mean,4,10,0.9468,1.95516252825222,0.224443305713822,1.74253609781106e-16,0,exact
0.95,DGPBeta_1_1,median,4,10,0.9453,0.688459518162109,0.227405103962358,1.02753264699929e-16,0,exact
0.95,DGPBeta_10_2,median,4,10,0.9532,0.218819025010678,0.211220788328569,9.11984171429997e-17,0,exact
0.95,DGPExp_1,median,4,10,0.949,1.85267710397769,0.220008727972411,1.87528641944055e-16,0,exact
0.95,DGPLaplace_0_1,median,4,10,0.9476,2.66615957578923,0.222843456086536,2.64758949157536e-16,0,exact
0.95,DGPLogNorm_0_1,median,4,10,0.9466,2.81108143426685,0.224841044628277,2.55740316246299e-16,0,exact
0.95,DGPNorm_0_1,median,4,10,0.953,2.15952672201993,0.21164942605156,2.54387081097796e-16,0,exact
0.95,DGPBeta_1_1,Q(0.05),4,10,0.9525,0.597514796247802,0.212716418800907,6.78361107561945e-17,0,exact
0.95,DGPBeta_10_2,Q(0.05),4,10,0.9506,0.373899971018825,0.216712566395314,5.50232358139139e-17,0,exact
0.95,DGPExp_1,Q(0.05),4,10,0.9475,0.913855120735485,0.223044221786818,6.15979492092227e-17,0,exact
0.95,DGPLaplace_0_1,Q(0.05),4,10,0.9481,4.61911948721105,0.221836225921541,4.56377154324191e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.05),4,10,0.9517,1.22726909535974,0.214410137751733,1.0301087466502e-16,0,exact
0.95,DGPNorm_0_1,Q(0.05),4,10,0.9508,2.75318784683282,0.216296182129598,3.05985997506701e-16,0,exact
0.95,DGPBeta_1_1,Q(0.95),4,10,0.9479,0.594819940293956,0.222239800784885,1.23909273759117e-16,0,exact
0.95,DGPBeta_10_2,Q(0.95),4,10,0.9499,0.164871394920973,0.218162209089813,1.21239162954313e-16,0,exact
0.95,DGPExp_1,Q(0.95),4,10,0.9555,4.57105796720943,0.206213487435328,5.77686363922496e-16,0,exact
0.95,DGPLaplace_0_1,Q(0.95),4,10,0.9514,4.58596618672779,0.2150410757656,2.73912714024027e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.95),4,10,0.9452,11.20827224951,0.227600835266528,1.13997440201251e-15,0,exact
0.95,DGPNorm_0_1,Q(0.95),4,10,0.9521,2.7560356714273,0.213565331959805,3.3076612077749e-16,0,exact
0.95,DGPBeta_1_1,std,4,10,0.951,0.301406862338377,0.215878809441864,5.37224537681752e-17,0,exact
0.95,DGPBeta_10_2,std,4,10,0.9508,0.146395824525325,0.216296182129598,7.13893776410388e-17,0,exact
0.95,DGPExp_1,std,4,10,0.9507,1.79193720394219,0.216504497458464,1.51438085658866e-16,0,exact
0.95,DGPLaplace_0_1,std,4,10,0.9474,2.26319907736558,0.223244762138739,2.80212836100477e-16,0,exact
0.95,DGPLogNorm_0_1,std,4,10,0.9537,4.58122051748773,0.210144536147403,5.95573113665097e-16,0,exact
0.95,DGPNorm_0_1,std,4,10,0.9492,1.29617783201355,0.21960005104335,1.89490428811411e-16,0,exact
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,8,10,0.949,1.29911340250133,0.220008727972411,1.5543899559161e-16,0,exact
0.95,DGPBeta_1_1,mean,8,10,0.9512,0.397656280304282,0.215460442588035,6.14702382191559e-17,0,exact
0.95,DGPBeta_10_2,mean,8,10,0.9541,0.142010211686192,0.209278689208853,5.98624464433503e-17,0,exact
0.95,DGPExp_1,mean,8,10,0.9506,1.36835279555522,0.216712566395314,2.00883724400778e-16,0,exact
0.95,DGPLaplace_0_1,mean,8,10,0.9501,1.99158396189138,0.21774923989109,1.73970408537906e-16,0,exact
0.95,DGPLogNorm_0_1,mean,8,10,0.9499,2.84591332171615,0.218162209089813,2.27972387083088e-16,0,exact
0.95,DGPNorm_0_1,mean,8,10,0.9512,1.38778674174853,0.215460442588035,1.02434854075029e-16,0,exact
0.95,DGPBeta_1_1,median,8,10,0.9474,0.570080386703034,0.223244762138739,9.20326484215452e-17,0,exact
0.95,DGPBeta_10_2,median,8,10,0.9513,0.165343010409711,0.215250884537856,7.28988969647691e-17,0,exact
0.95,DGPExp_1,median,8,10,0.9495,1.33841522793841,0.218985263099016,1.15340787946094e-16,0,exact
0.95,DGPLaplace_0_1,median,8,10,0.9497,1.77169814711214,0.218574215013452,1.10426675995429e-16,0,exact
0.95,DGPLogNorm_0_1,median,8,10,0.9508,1.8289117525366,0.216296182129598,1.54532267009396e-16,0,exact
0.95,DGPNorm_0_1,median,8,10,0.9503,1.61093447170159,0.217335301926186,1.54276788815243e-16,0,exact
0.95,DGPBeta_1_1,Q(0.05),8,10,0.9507,0.366236687605819,0.216504497458464,5.86270174908985e-17,0,exact
0.95,DGPBeta_10_2,Q(0.05),8,10,0.9528,0.347313182430057,0.212077008809929,4.59124005688005e-17,0,exact
0.95,DGPExp_1,Q(0.05),8,10,0.9483,0.45835104761928,0.22143173485596,5.32731266199002e-17,0,exact
0.95,DGPLaplace_0_1,Q(0.05),8,10,0.9509,4.80118489862314,0.216087619696128,2.7947278958942e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.05),8,10,0.9515,0.651833665155828,0.214831015536686,5.15413254594979e-17,0,exact
0.95,DGPNorm_0_1,Q(0.05),8,10,0.95,2.4007050596587,0.217955845241754,3.22860141500036e-16,0,exact
0.95,DGPBeta_1_1,Q(0.95),8,10,0.9526,0.366234993993111,0.212503542971823,1.27086887410805e-16,0,exact
0.95,DGPBeta_10_2,Q(0.95),8,10,0.9484,0.107659186800939,0.221229144177306,1.23185891847465e-16,0,exact
0.95,DGPExp_1,Q(0.95),8,10,0.948,4.73546040638853,0.222038127565987,5.86361632861297e-16,0,exact
0.95,DGPLaplace_0_1,Q(0.95),8,10,0.9533,4.76703743354565,0.211006071846844,6.0470951450232e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.95),8,10,0.9496,13.7710549212588,0.218779858448273,1.15687401015169e-15,0,exact
0.95,DGPNorm_0_1,Q(0.95),8,10,0.9471,2.39283920661046,0.223845037157552,2.35923086690611e-16,0,exact
0.95,DGPBeta_1_1,std,8,10,0.9497,0.201659365056887,0.218574215013452,5.01095840108651e-17,0,exact
0.95,DGPBeta_10_2,std,8,10,0.9496,0.11129993987245,0.218779858448273,4.3733295968807e-17,0,exact
0.95,DGPExp_1,std,8,10,0.9497,1.49981324760854,0.218574215013452,1.95850113256031e-16,0,exact
0.95,DGPLaplace_0_1,std,8,10,0.9534,1.84179413751815,0.210791089205234,2.21733493436272e-16,0,exact
0.95,DGPLogNorm_0_1,std,8,10,0.9494,4.40160357491972,0.219190429636981,4.20571400574087e-16,0,exact
0.95,DGPNorm_0_1,std,8,10,0.9476,0.951740061441086,0.222843456086536,1.29921566907081e-16,0,exact
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,16,10,0.9531,0.890790307664706,0.21143523946128,1.11509779241412e-16,0,exact
0.95,DGPBeta_1_1,mean,16,10,0.948,0.281855502536386,0.222038127565987,4.26302141050653e-17,0,exact
0.95,DGPBeta_10_2,mean,16,10,0.9487,0.101194234624379,0.220619983949169,4.19855613734005e-17,0,exact
0.95,DGPExp_1,mean,16,10,0.9515,0.97419986065987,0.214831015536686,1.25657830834154e-16,0,exact
0.95,DGPLaplace_0_1,mean,16,10,0.9469,1.39408942661826,0.22424410480959,7.9351910956022e-17,0,exact
0.95,DGPLogNorm_0_1,mean,16,10,0.9536,2.06669143211285,0.210360322177246,2.68016732159104e-16,0,exact
0.95,DGPNorm_0_1,mean,16,10,0.949,0.973763736591238,0.220008727972411,6.05280033747961e-17,0,exact
0.95,DGPBeta_1_1,median,16,10,0.9504,0.443358981923829,0.217127967925474,4.72944775061345e-17,0,exact
0.95,DGPBeta_10_2,median,16,10,0.9532,0.122117389623034,0.211220788328569,8.09323755429316e-17,0,exact
0.95,DGPExp_1,median,16,10,0.9484,0.962864864202031,0.221229144177306,1.32950929509386e-16,0,exact
0.95,DGPLaplace_0_1,median,16,10,0.9523,1.19068881017312,0.21314139186299,9.04451189559982e-17,0,exact
0.95,DGPLogNorm_0_1,median,16,10,0.9512,1.25677130679987,0.215460442588035,1.24668015321727e-16,0,exact
0.95,DGPNorm_0_1,median,16,10,0.9475,1.17362475276379,0.223044221786818,9.4314878126362e-17,0,exact
0.95,DGPBeta_1_1,Q(0.05),16,10,0.9536,0.207729498792509,0.210360322177246,5.2895043489721e-17,0,exact
0.95,DGPBeta_10_2,Q(0.05),16,10,0.9434,0.293426200138213,0.231088251925575,5.38685362613087e-17,0,exact
0.95,DGPExp_1,Q(0.05),16,10,0.9536,0.233443522747562,0.210360322177246,5.05390205674093e-17,0,exact
0.95,DGPLaplace_0_1,Q(0.05),16,10,0.9485,4.43331109206257,0.22102632255803,2.95258950434535e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.05),16,10,0.9496,0.385100802012118,0.218779858448273,6.61221907817251e-17,0,exact
0.95,DGPNorm_0_1,Q(0.05),16,10,0.9476,1.97868482581634,0.222843456086536,2.26540358298517e-16,0,exact
0.95,DGPBeta_1_1,Q(0.95),16,10,0.9481,0.208114761796994,0.221836225921541,1.19022688044766e-16,0,exact
0.95,DGPBeta_10_2,Q(0.95),16,10,0.9506,0.0698822736561378,0.216712566395314,1.40211959623059e-16,0,exact
0.95,DGPExp_1,Q(0.95),16,10,0.9442,4.40011698245085,0.229546572971404,4.91661625994103e-16,0,exact
0.95,DGPLaplace_0_1,Q(0.95),16,10,0.9461,4.41535743415462,0.225831552244143,5.52557419903815e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.95),16,10,0.9518,14.9896426983438,0.214199318707631,1.30444829675866e-15,0,exact
0.95,DGPNorm_0_1,Q(0.95),16,10,0.9517,1.98640624910247,0.214410137751733,2.12501627656739e-16,0,exact
0.95,DGPBeta_1_1,std,16,10,0.951,0.133695259419424,0.215878809441864,5.06174695618656e-17,0,exact
0.95,DGPBeta_10_2,std,16,10,0.9496,0.0819251854397231,0.218779858448273,3.96800817026344e-17,0,exact
0.95,DGPExp_1,std,16,10,0.9508,1.17821994404225,0.216296182129598,1.50720056207665e-16,0,exact
0.95,DGPLaplace_0_1,std,16,10,0.9505,1.4099925720404,0.216920389649163,1.89802433021847e-16,0,exact
0.95,DGPLogNorm_0_1,std,16,10,0.9499,4.00100238441529,0.218162209089813,5.21258924954577e-16,0,exact
0.95,DGPNorm_0_1,std,16,10,0.9478,0.68431885782952,0.222441246199533,1.14353299785163e-16,0,exact
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,32,10,0.9502,0.616930546803995,0.217542392349737,6.61711106568809e-17,0,exact
0.95,DGPBeta_1_1,mean,32,10,0.9509,0.200537735675662,0.216087619696128,2.98758295742281e-17,0,exact
0.95,DGPBeta_10_2,mean,32,10,0.9468,0.0713161564297354,0.224443305713822,1.57017096919505e-17,0,exact
0.95,DGPExp_1,mean,32,10,0.9486,0.688261248553506,0.220823269361789,9.79187622325968e-17,0,exact
0.95,DGPLaplace_0_1,mean,32,10,0.9515,0.988805957828712,0.214831015536686,8.73811077644448e-17,0,exact
0.95,DGPLogNorm_0_1,mean,32,10,0.9495,1.48530433204433,0.218985263099016,1.93838226201501e-16,0,exact
0.95,DGPNorm_0_1,mean,32,10,0.9499,0.693193384901813,0.218162209089813,9.22801113871513e-17,0,exact
0.95,DGPBeta_1_1,median,32,10,0.951,0.329931949032043,0.215878809441864,4.29722261176295e-17,0,exact
0.95,DGPBeta_10_2,median,32,10,0.9527,0.0877080876195437,0.212290406570038,5.30034462673614e-17,0,exact
0.95,DGPExp_1,median,32,10,0.9469,0.685935714424071,0.22424410480959,1.09056258293387e-16,0,exact
0.95,DGPLaplace_0_1,median,32,10,0.9481,0.799692507913731,0.221836225921541,5.039245954186e-17,0,exact
0.95,DGPLogNorm_0_1,median,32,10,0.9486,0.877481667695418,0.220823269361789,1.07232446457934e-16,0,exact
0.95,DGPNorm_0_1,median,32,10,0.9497,0.848886279003097,0.218574215013452,5.88133312448937e-17,0,exact
0.95,DGPBeta_1_1,Q(0.05),32,10,0.9483,0.151277296959991,0.22143173485596,5.38313371932939e-17,0,exact
0.95,DGPBeta_10_2,Q(0.05),32,10,0.9504,0.216782929727045,0.217127967925474,1.77297264853162e-17,0,exact
0.95,DGPExp_1,Q(0.05),32,10,0.9504,0.164543176738163,0.217127967925474,5.89552938752174e-17,0,exact
0.95,DGPLaplace_0_1,Q(0.05),32,10,0.9478,3.07009024306888,0.222441246199533,3.58659496263116e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.05),32,10,0.9446,0.278633693646957,0.228770788361103,6.30736916106273e-17,0,exact
0.95,DGPNorm_0_1,Q(0.05),32,10,0.9481,1.42430752104581,0.221836225921541,2.44140127446576e-16,0,exact
0.95,DGPBeta_1_1,Q(0.95),32,10,0.9504,0.15014282124689,0.217127967925474,1.11460021534818e-16,0,exact
0.95,DGPBeta_10_2,Q(0.95),32,10,0.9472,0.0528094950087572,0.22364516922163,8.25721846078133e-17,0,exact
0.95,DGPExp_1,Q(0.95),32,10,0.9481,3.05288428761409,0.221836225921541,3.86530043429585e-16,0,exact
0.95,DGPLaplace_0_1,Q(0.95),32,10,0.9509,3.056499738533,0.216087619696128,4.17511974239597e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.95),32,10,0.9525,8.86438913352391,0.212716418800907,6.16915358160688e-16,0,exact
0.95,DGPNorm_0_1,Q(0.95),32,10,0.9538,1.43337109747232,0.209928480670679,2.33602182643869e-16,0,exact
0.95,DGPBeta_1_1,std,32,10,0.947,0.0918224641126396,0.224044682155056,3.69678573410641e-17,0,exact
0.95,DGPBeta_10_2,std,32,10,0.9479,0.0583018996823263,0.222239800784885,3.25378629366518e-17,0,exact
0.95,DGPExp_1,std,32,10,0.9517,0.894821427707659,0.214410137751733,1.21289990593721e-16,0,exact
0.95,DGPLaplace_0_1,std,32,10,0.9478,1.04124648466987,0.222441246199533,1.81556853314228e-16,0,exact
0.95,DGPLogNorm_0_1,std,32,10,0.9504,3.49046414274197,0.217127967925474,2.6322735014588e-16,0,exact
0.95,DGPNorm_0_1,std,32,10,0.9461,0.484415050972619,0.225831552244143,1.29654437392447e-16,0,exact
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,64,10,0.9498,0.433925977291109,0.218368332119947,5.83398286121092e-17,0,exact
0.95,DGPBeta_1_1,mean,64,10,0.948,0.141591023705319,0.222038127565987,3.72646926518557e-17,0,exact
0.95,DGPBeta_10_2,mean,64,10,0.9508,0.0506738361753375,0.216296182129598,2.48265828926521e-18,0,exact
0.95,DGPExp_1,mean,64,10,0.9479,0.490323395177696,0.222239800784885,9.04877010051158e-17,0,exact
0.95,DGPLaplace_0_1,mean,64,10,0.9461,0.693803679767552,0.225831552244143,7.92664233428863e-17,0,exact
0.95,DGPLogNorm_0_1,mean,64,10,0.9464,1.04285331291549,0.225237903584901,2.04604785122683e-16,0,exact
0.95,DGPNorm_0_1,mean,64,10,0.9496,0.492855594975126,0.218779858448273,5.94491695209691e-17,0,exact
0.95,DGPBeta_1_1,median,64,10,0.9439,0.238678381491567,0.230126238852898,6.26133360538389e-17,0,exact
0.95,DGPBeta_10_2,median,64,10,0.9505,0.0629068394163093,0.216920389649163,5.68414903166258e-17,0,exact
0.95,DGPExp_1,median,64,10,0.9504,0.489395869913981,0.217127967925474,8.37874184734918e-17,0,exact
0.95,DGPLaplace_0_1,median,64,10,0.9475,0.545545126817575,0.223044221786818,8.33374805825128e-17,0,exact
0.95,DGPLogNorm_0_1,median,64,10,0.9541,0.621501477261533,0.209278689208853,9.40793195781382e-17,0,exact
0.95,DGPNorm_0_1,median,64,10,0.9503,0.604258365130604,0.217335301926186,6.27479297298895e-17,0,exact
0.95,DGPBeta_1_1,Q(0.05),64,10,0.9512,0.10346681094054,0.215460442588035,5.00339959237151e-17,0,exact
0.95,DGPBeta_10_2,Q(0.05),64,10,0.9505,0.150567725234117,0.216920389649163,9.22266621435203e-18,0,exact
0.95,DGPExp_1,Q(0.05),64,10,0.9476,0.110706408755196,0.222843456086536,5.58629147451303e-17,0,exact
0.95,DGPLaplace_0_1,Q(0.05),64,10,0.9518,2.10965200106082,0.214199318707631,2.37672231492841e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.05),64,10,0.949,0.192671732171883,0.220008727972411,4.78314579830099e-17,0,exact
0.95,DGPNorm_0_1,Q(0.05),64,10,0.953,1.0000946899431,0.21164942605156,1.86606083467906e-16,0,exact
0.95,DGPBeta_1_1,Q(0.95),64,10,0.9531,0.104542388288244,0.21143523946128,1.27390855376834e-16,0,exact
0.95,DGPBeta_10_2,Q(0.95),64,10,0.9501,0.0373458475609659,0.21774923989109,9.74593591504903e-17,0,exact
0.95,DGPExp_1,Q(0.95),64,10,0.9504,2.1091550170748,0.217127967925474,3.48507219562211e-16,0,exact
0.95,DGPLaplace_0_1,Q(0.95),64,10,0.9516,2.10566810510101,0.214620703112772,2.71235389054391e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.95),64,10,0.952,5.74105394212149,0.213776916567261,8.70866137228826e-16,0,exact
0.95,DGPNorm_0_1,Q(0.95),64,10,0.9442,0.997528278813289,0.229546572971404,2.33102972850043e-16,0,exact
0.95,DGPBeta_1_1,std,64,10,0.9481,0.0640723794023239,0.221836225921541,5.08248116884355e-17,0,exact
0.95,DGPBeta_10_2,std,64,10,0.9518,0.0419477169248385,0.214199318707631,5.01163582869223e-17,0,exact
0.95,DGPExp_1,std,64,10,0.9528,0.660035652534061,0.212077008809929,1.1456869515363e-16,0,exact
0.95,DGPLaplace_0_1,std,64,10,0.95,0.757164496627114,0.217955845241754,1.65230188548161e-16,0,exact
0.95,DGPLogNorm_0_1,std,64,10,0.9496,2.89403827327289,0.218779858448273,3.63954656909122e-16,0,exact
0.95,DGPNorm_0_1,std,64,10,0.9503,0.344616411598804,0.217335301926186,1.32709639057322e-16,0,exact
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,128,10,0.9466,0.304017518536331,0.224841044628277,5.78304860566657e-17,0,exact
0.95,DGPBeta_1_1,mean,128,10,0.9503,0.0996797787757251,0.217335301926186,3.5376791720057e-17,0,exact
0.95,DGPBeta_10_2,mean,128,10,0.9461,0.0359357954078866,0.225831552244143,0,0,exact
0.95,DGPExp_1,mean,128,10,0.9488,0.345774266712844,0.220416465677667,1.01849524500883e-16,0,exact
0.95,DGPLaplace_0_1,mean,128,10,0.9504,0.489216462958294,0.217127967925474,4.88743301728654e-17,0,exact
0.95,DGPLogNorm_0_1,mean,128,10,0.9533,0.746340529641188,0.211006071846844,1.95607636719043e-16,0,exact
0.95,DGPNorm_0_1,mean,128,10,0.946,0.345391043142026,0.226029000154606,5.66078755566366e-17,0,exact
0.95,DGPBeta_1_1,median,128,10,0.9478,0.171061070563953,0.222441246199533,3.42660810500634e-17,0,exact
0.95,DGPBeta_10_2,median,128,10,0.9483,0.0449285128680603,0.22143173485596,6.93368725959044e-18,0,exact
0.95,DGPExp_1,median,128,10,0.952,0.346673504107263,0.213776916567261,7.04283381024059e-17,0,exact
0.95,DGPLaplace_0_1,median,128,10,0.9504,0.374789924856971,0.217127967925474,5.97800196277399e-17,0,exact
0.95,DGPLogNorm_0_1,median,128,10,0.9496,0.436297967222292,0.218779858448273,1.0670810745044e-16,0,exact
0.95,DGPNorm_0_1,median,128,10,0.9502,0.432569723543055,0.217542392349737,4.95195431048511e-17,0,exact
0.95,DGPBeta_1_1,Q(0.05),128,10,0.9536,0.0748750694141802,0.210360322177246,6.93290939847692e-17,0,exact
0.95,DGPBeta_10_2,Q(0.05),128,10,0.9491,0.108702865205951,0.219804507238,2.22055707988014e-18,0,exact
0.95,DGPExp_1,Q(0.05),128,10,0.9506,0.0792640999274569,0.216712566395314,6.9573010345394e-17,0,exact
0.95,DGPLaplace_0_1,Q(0.05),128,10,0.9525,1.51311292231161,0.212716418800907,2.49217346290529e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.05),128,10,0.9472,0.138705914712074,0.22364516922163,3.85372227343116e-17,0,exact
0.95,DGPNorm_0_1,Q(0.05),128,10,0.9509,0.717891751664717,0.216087619696128,2.06090547384017e-16,0,exact
0.95,DGPBeta_1_1,Q(0.95),128,10,0.9544,0.0747767266124338,0.208626442473743,1.30896377814927e-16,0,exact
0.95,DGPBeta_10_2,Q(0.95),128,10,0.949,0.0273068253772305,0.220008727972411,1.0786286015743e-16,0,exact
0.95,DGPExp_1,Q(0.95),128,10,0.9469,1.50443665222737,0.22424410480959,3.35487889652522e-16,0,exact
0.95,DGPLaplace_0_1,Q(0.95),128,10,0.95,1.50415769971768,0.217955845241754,2.18891069210741e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.95),128,10,0.9529,3.91034096153096,0.211863348901741,3.97994206219848e-16,0,exact
0.95,DGPNorm_0_1,Q(0.95),128,10,0.9532,0.725181546129423,0.211220788328569,2.44805717859695e-16,0,exact
0.95,DGPBeta_1_1,std,128,10,0.949,0.0450856172601998,0.220008727972411,4.26085211781556e-17,0,exact
0.95,DGPBeta_10_2,std,128,10,0.947,0.029645218683378,0.224044682155056,4.80177919545132e-17,0,exact
0.95,DGPExp_1,std,128,10,0.9524,0.477956018175361,0.212929034838811,9.13098633422848e-17,0,exact
0.95,DGPLaplace_0_1,std,128,10,0.9499,0.538876683987132,0.218162209089813,1.39201656238123e-16,0,exact
0.95,DGPLogNorm_0_1,std,128,10,0.9495,2.34363075824449,0.218985263099016,2.46511841568416e-16,0,exact
0.95,DGPNorm_0_1,std,128,10,0.9493,0.244414091222391,0.219395358730177,1.20540666200647e-16,0,exact
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,256,10,0.9504,0.214850210416474,0.217127967925474,3.51813353200064e-17,0,exact
0.95,DGPBeta_1_1,mean,256,10,0.948,0.0702890610917837,0.222038127565987,2.85667569877728e-17,0,exact
0.95,DGPBeta_10_2,mean,256,10,0.9512,0.0252971871625283,0.215460442588035,0,0,exact
0.95,DGPExp_1,mean,256,10,0.9492,0.244837097324156,0.21960005104335,1.00438793914821e-16,0,exact
0.95,DGPLaplace_0_1,mean,256,10,0.9478,0.347704763633389,0.222441246199533,5.34953815740925e-17,0,exact
0.95,DGPLogNorm_0_1,mean,256,10,0.9516,0.5286077867659,0.214620703112772,2.06652037945575e-16,0,exact
0.95,DGPNorm_0_1,mean,256,10,0.9485,0.244773650607988,0.22102632255803,5.12497586642174e-17,0,exact
0.95,DGPBeta_1_1,median,256,10,0.9463,0.121102913917667,0.225436004531694,3.44007223587151e-17,0,exact
0.95,DGPBeta_10_2,median,256,10,0.9509,0.0316837440201977,0.216087619696128,0,0,exact
0.95,DGPExp_1,median,256,10,0.9489,0.243996431854917,0.220212713901665,2.59197134968163e-17,0,exact
0.95,DGPLaplace_0_1,median,256,10,0.9484,0.258512099766758,0.221229144177306,5.98444252785466e-17,0,exact
0.95,DGPLogNorm_0_1,median,256,10,0.9551,0.306501758687207,0.207094854662985,1.20402528255503e-16,0,exact
0.95,DGPNorm_0_1,median,256,10,0.9514,0.306716498978097,0.2150410757656,4.59258232852307e-17,0,exact
0.95,DGPBeta_1_1,Q(0.05),256,10,0.9498,0.0531662106398075,0.218368332119947,5.22134417299333e-17,0,exact
0.95,DGPBeta_10_2,Q(0.05),256,10,0.9469,0.0783157511609907,0.22424410480959,0,0,exact
0.95,DGPExp_1,Q(0.05),256,10,0.9497,0.0562312751421398,0.218574215013452,5.05885889689234e-17,0,exact
0.95,DGPLaplace_0_1,Q(0.05),256,10,0.9497,1.06879624966074,0.218574215013452,2.3680968540571e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.05),256,10,0.9472,0.0995241461900764,0.22364516922163,3.4094489645096e-17,0,exact
0.95,DGPNorm_0_1,Q(0.05),256,10,0.9527,0.515138015795657,0.212290406570038,1.97098677824151e-16,0,exact
0.95,DGPBeta_1_1,Q(0.95),256,10,0.9531,0.0529964206163306,0.21143523946128,1.43570059613636e-16,0,exact
0.95,DGPBeta_10_2,Q(0.95),256,10,0.9507,0.0196779262081155,0.216504497458464,1.13563639779917e-16,0,exact
0.95,DGPExp_1,Q(0.95),256,10,0.9472,1.06633101835532,0.22364516922163,2.83693005317341e-16,0,exact
0.95,DGPLaplace_0_1,Q(0.95),256,10,0.9481,1.06800254049888,0.221836225921541,2.51874217821604e-16,0,exact
0.95,DGPLogNorm_0_1,Q(0.95),256,10,0.9504,2.72640687839655,0.217127967925474,3.05889294002308e-16,0,exact
0.95,DGPNorm_0_1,Q(0.95),256,10,0.952,0.514844883717003,0.213776916567261,1.88430329616415e-16,0,exact
0.95,DGPBeta_1_1,std,256,10,0.9484,0.0319179609884408,0.221229144177306,1.42887715008725e-17,0,exact
0.95,DGPBeta_10_2,std,256,10,0.9505,0.0211193330018744,0.216920389649163,4.98676078274316e-17,0,exact
0.95,DGPExp_1,std,256,10,0.9502,0.342599730499923,0.217542392349737,9.45954709737698e-17,0,exact
0.95,DGPLaplace_0_1,std,256,10,0.951,0.384711841193986,0.215878809441864,1.28643868904335e-16,0,exact
0.95,DGPLogNorm_0_1,std,256,10,0.949,1.85030529314846,0.220008727972411,2.26594766724092e-16,0,exact
0.95,DGPNorm_0_1,std,256,10,0.9516,0.174390972593386,0.214620703112772,1.15951039775314e-16,0,exact
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,4,100,0.9481,1.85132860466446,0.221836225921541,2.01814313500673e-16,0,exact
0.95,DGPBeta_1_1,mean,4,100,0.9545,0.563798303789994,0.208408477297208,6.5675580000818e-17,0,exact
0.95,DGPBeta_10_2,mean,4,100,0.9493,0.20107414157228,0.219395358730177,7.77908401006082e-17,0,exact
0.95,DGPExp_1,mean,4,100,0.9497,1.9221371629338,0.218574215013452,1.69170893524902e-16,0,exact
0.95,DGPLaplace_0_1,mean,4,100,0.9501,2.85693101386493,0.21774923989109,2.93752090269332e-16,0,exact
0.95,DGPLogNorm_0_1,mean,4,100,0.9489,3.89886569846793,0.220212713901665,3.20037668769257e-16,0,exact
0.95,DGPNorm_0_1,mean,4,100,0.9491,1.95518324346671,0.219804507238,1.57158348771976e-16,0,exact
0.95,DGPBeta_1_1,median,4,100,0.9486,0.689629853996037,0.220823269361789,7.99940085417734e-17,0,exact
0.95,DGPBeta_10_2,median,4,100,0.9485,0.217485638811356,0.22102632255803,8.37947743769759e-17,0,exact
0.95,DGPExp_1,median,4,100,0.9527,1.84693544052068,0.212290406570038,1.28255194098872e-16,0,exact
0.95,DGPLaplace_0_1,median,4,100,0.9532,2.65543026811128,0.211220788328569,2.61083125940687e-16,0,exact
0.95,DGPLogNorm_0_1,median,4,100,0.9474,2.83397199418708,0.223244762138739,2.70142428037667e-16,0,exact
0.95,DGPNorm_0_1,median,4,100,0.9505,2.14683928998073,0.216920389649163,2.50598499629176e-16,0,exact
0.95,DGPBeta_1_1,Q(0.05),4,100,0.9527,0.595754730649097,0.212290406570038,4.10052185343157e-17,0,exact
