nominal_coverage,dgp,functional,n,B,coverage,length,coverage_sd,length_sd,failed,method
0.95,DGPBeta_1_1,median,64,1000,0.8609,0.236297158699167,0.346068152704972,0.0511916592744107,0,BB
0.95,DGPBeta_10_2,median,64,1000,0.8681,0.0627580563699859,0.338398938213669,0.014496513182718,0,BB
0.95,DGPExp_1,median,64,1000,0.859,0.488564003478452,0.34803895343957,0.124957036023002,0,BB
0.95,DGPLaplace_0_1,median,64,1000,0.9117,0.565284584564695,0.283744887383212,0.139898597816779,0,BB
0.95,DGPLogNorm_0_1,median,64,1000,0.8599,0.625629824803186,0.34710810766077,0.171800070071447,0,BB
0.95,DGPNorm_0_1,median,64,1000,0.8634,0.606248653360716,0.343441749389212,0.13836352648519,0,BB
0.95,DGPBeta_1_1,Q(0.05),64,1000,0.7481,0.10204760522703,0.434125830288469,0.0353171060048865,0,BB
0.95,DGPBeta_10_2,Q(0.05),64,1000,0.803,0.147008525142881,0.397752210153593,0.0508334304416884,0,BB
0.95,DGPExp_1,Q(0.05),64,1000,0.747,0.111250945528384,0.434752689457005,0.0409430178726002,0,BB
0.95,DGPLaplace_0_1,Q(0.05),64,1000,0.8067,2.09775220993213,0.394905944587451,0.879870156462074,0,BB
0.95,DGPLogNorm_0_1,Q(0.05),64,1000,0.7873,0.188204056252572,0.409237654115252,0.057198655176028,0,BB
0.95,DGPNorm_0_1,Q(0.05),64,1000,0.8097,0.97099612432602,0.392557409982302,0.330788449238276,0,BB
0.95,DGPBeta_1_1,Q(0.95),64,1000,0.7457,0.101479887848159,0.435488777177443,0.035277248761224,0,BB
0.95,DGPBeta_10_2,Q(0.95),64,1000,0.7843,0.0358946489138334,0.411327641963076,0.0102708087124309,0,BB
0.95,DGPExp_1,Q(0.95),64,1000,0.8006,2.0703782388174,0.399569275045712,0.867606621194374,0,BB
0.95,DGPLaplace_0_1,Q(0.95),64,1000,0.7954,2.08768729417352,0.403429195165089,0.874270129104455,0,BB
0.95,DGPLogNorm_0_1,Q(0.95),64,1000,0.8015,6.19310640079986,0.398890538075468,4.01312274144155,0,BB
0.95,DGPNorm_0_1,Q(0.95),64,1000,0.8034,0.965870452450278,0.397447149220676,0.333189861829339,0,BB
0.95,DGPBeta_1_1,std,64,1000,0.9435,0.064690873598815,0.230896256591853,0.00443203298042466,0,BB
0.95,DGPBeta_10_2,std,64,1000,0.9031,0.0386009006071497,0.295836343126046,0.0094816889386059,0,BB
0.95,DGPExp_1,std,64,1000,0.8443,0.538676788283537,0.36258882644906,0.209064702429333,0,BB
0.95,DGPLaplace_0_1,std,64,1000,0.8855,0.669152067339957,0.318433493824062,0.202109221970886,0,BB
0.95,DGPLogNorm_0_1,std,64,1000,0.6687,1.70341065738897,0.470704223739946,1.27201909897856,0,BB
0.95,DGPNorm_0_1,std,64,1000,0.9182,0.331064940339724,0.274073478518376,0.0528601942769762,0,BB
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,128,1000,0.9263,0.299632667838437,0.261295115747982,0.0324582647997465,0,BB
0.95,DGPBeta_1_1,mean,128,1000,0.9466,0.099577298937923,0.224841044628277,0.00497117276718017,0,BB
0.95,DGPBeta_10_2,mean,128,1000,0.9438,0.0355797611949373,0.230319049768943,0.00283452385640134,0,BB
0.95,DGPExp_1,mean,128,1000,0.9352,0.342556733596705,0.246184931915156,0.0439384972473002,0,BB
0.95,DGPLaplace_0_1,mean,128,1000,0.9484,0.485301302425791,0.221229144177306,0.0494154226678113,0,BB
0.95,DGPLogNorm_0_1,mean,128,1000,0.91,0.710752704958329,0.286196070586376,0.222191323568139,0,BB
0.95,DGPNorm_0_1,mean,128,1000,0.9466,0.344862633028741,0.224841044628277,0.0241285033266616,0,BB
0.95,DGPBeta_1_1,median,128,1000,0.8774,0.169873370458546,0.327993899333204,0.0330925176132969,0,BB
0.95,DGPBeta_10_2,median,128,1000,0.8777,0.044783998554612,0.327648356236583,0.00889787203682336,0,BB
0.95,DGPExp_1,median,128,1000,0.8852,0.347487713774732,0.318796366215663,0.0741888173364758,0,BB
0.95,DGPLaplace_0_1,median,128,1000,0.9254,0.38360372422639,0.262757957395047,0.0798161899443985,0,BB
0.95,DGPLogNorm_0_1,median,128,1000,0.8811,0.438217697179271,0.323686989739675,0.0991231012628043,0,BB
0.95,DGPNorm_0_1,median,128,1000,0.8839,0.432803302403264,0.320360817056816,0.0853298533795457,0,BB
0.95,DGPBeta_1_1,Q(0.05),128,1000,0.8109,0.075726474344328,0.391607616949116,0.0228350064872151,0,BB
0.95,DGPBeta_10_2,Q(0.05),128,1000,0.8312,0.111912781852081,0.374593902859091,0.0346883036366522,0,BB
0.95,DGPExp_1,Q(0.05),128,1000,0.8031,0.081148075602286,0.3976760045822,0.0253250958220789,0,BB
0.95,DGPLaplace_0_1,Q(0.05),128,1000,0.8385,1.56835233339674,0.36800990900968,0.555432650182199,0,BB
0.95,DGPLogNorm_0_1,Q(0.05),128,1000,0.8338,0.141537094637125,0.372278684780521,0.038329270704345,0,BB
0.95,DGPNorm_0_1,Q(0.05),128,1000,0.8412,0.740028868438585,0.365507755857464,0.225166053766606,0,BB
0.95,DGPBeta_1_1,Q(0.95),128,1000,0.7914,0.0758364487007033,0.406328131262192,0.0231862494546573,0,BB
0.95,DGPBeta_10_2,Q(0.95),128,1000,0.8227,0.0275584882647201,0.381941484955213,0.00734804439650674,0,BB
0.95,DGPExp_1,Q(0.95),128,1000,0.8373,1.57204372009428,0.369110192535269,0.557139686286077,0,BB
0.95,DGPLaplace_0_1,Q(0.95),128,1000,0.8359,1.57094547953844,0.370384811366299,0.551510332001153,0,BB
0.95,DGPLogNorm_0_1,Q(0.95),128,1000,0.828,4.25161978458933,0.37739931508192,1.95808766808337,0,BB
0.95,DGPNorm_0_1,Q(0.95),128,1000,0.8341,0.741847367335031,0.372009447598996,0.227209516007125,0,BB
0.95,DGPBeta_1_1,std,128,1000,0.945,0.0452596292836967,0.227991662171672,0.0023099825631457,0,BB
0.95,DGPBeta_10_2,std,128,1000,0.9203,0.028594552778983,0.270841735197056,0.00535403781228511,0,BB
0.95,DGPExp_1,std,128,1000,0.8859,0.420505923239357,0.31794857938024,0.135204946023776,0,BB
0.95,DGPLaplace_0_1,std,128,1000,0.9077,0.501998409621758,0.289463450039709,0.118883149928183,0,BB
0.95,DGPLogNorm_0_1,std,128,1000,0.7131,1.51079519622864,0.452337098727363,1.0698077758814,0,BB
0.95,DGPNorm_0_1,std,128,1000,0.9392,0.239493678489252,0.238975042435587,0.0290168273658398,0,BB
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,256,1000,0.938,0.213265373956683,0.24116761014203,0.0170412801307661,0,BB
0.95,DGPBeta_1_1,mean,256,1000,0.9462,0.0705913175393102,0.225633887226867,0.00290107807698199,0,BB
0.95,DGPBeta_10_2,mean,256,1000,0.9484,0.0252504029324579,0.221229144177306,0.00151785149677423,0,BB
0.95,DGPExp_1,mean,256,1000,0.941,0.243739362522196,0.235636483710069,0.0224013021248631,0,BB
0.95,DGPLaplace_0_1,mean,256,1000,0.9496,0.345260689595194,0.218779858448273,0.0262312758804697,0,BB
0.95,DGPLogNorm_0_1,mean,256,1000,0.9316,0.511672003272041,0.252443682395258,0.117006944259584,0,BB
0.95,DGPNorm_0_1,mean,256,1000,0.9455,0.244457162148628,0.227013002910294,0.0131633200878442,0,BB
0.95,DGPBeta_1_1,median,256,1000,0.8923,0.121259986324068,0.310016646379034,0.0203493402261734,0,BB
0.95,DGPBeta_10_2,median,256,1000,0.9018,0.0318573895110523,0.297599759008061,0.00543431103267861,0,BB
0.95,DGPExp_1,median,256,1000,0.896,0.244586822248219,0.305275808625468,0.0442732938317277,0,BB
0.95,DGPLaplace_0_1,median,256,1000,0.9293,0.26434060323038,0.256335874992325,0.0472250200863267,0,BB
0.95,DGPLogNorm_0_1,median,256,1000,0.8943,0.30919577857408,0.307468638557446,0.0581352712703432,0,BB
0.95,DGPNorm_0_1,median,256,1000,0.9063,0.306696270242461,0.291425467110011,0.0521167481570117,0,BB
0.95,DGPBeta_1_1,Q(0.05),256,1000,0.8285,0.053127432111202,0.376964136485183,0.0139729470100243,0,BB
0.95,DGPBeta_10_2,Q(0.05),256,1000,0.8519,0.0781145536860495,0.355216846307703,0.0206404636621622,0,BB
0.95,DGPExp_1,Q(0.05),256,1000,0.8265,0.0563649112383636,0.378697889100429,0.0152996155987715,0,BB
0.95,DGPLaplace_0_1,Q(0.05),256,1000,0.8442,1.06852734425541,0.362683765767638,0.302696933432467,0,BB
0.95,DGPLogNorm_0_1,Q(0.05),256,1000,0.8519,0.099183476483627,0.355216846307703,0.0241217912902741,0,BB
0.95,DGPNorm_0_1,Q(0.05),256,1000,0.8596,0.516132177299889,0.347418925781252,0.131818527549217,0,BB
0.95,DGPBeta_1_1,Q(0.95),256,1000,0.8235,0.0528476907700935,0.381264063646999,0.0138805251234985,0,BB
0.95,DGPBeta_10_2,Q(0.95),256,1000,0.8425,0.0194542807928653,0.364289748280226,0.00461341625635906,0,BB
0.95,DGPExp_1,Q(0.95),256,1000,0.8544,1.06969213384435,0.35272238560677,0.307549650160557,0,BB
0.95,DGPLaplace_0_1,Q(0.95),256,1000,0.8501,1.07152750248227,0.356991224364728,0.308335898516559,0,BB
0.95,DGPLogNorm_0_1,Q(0.95),256,1000,0.8482,2.790027278587,0.358844864758709,0.946356879165153,0,BB
0.95,DGPNorm_0_1,Q(0.95),256,1000,0.8508,0.516622081794102,0.356303319105394,0.134352408241322,0,BB
0.95,DGPBeta_1_1,std,256,1000,0.9516,0.0318449236064472,0.214620703112772,0.00132241290751102,0,BB
0.95,DGPBeta_10_2,std,256,1000,0.9343,0.0206586585174115,0.247769346297916,0.00290414314582959,0,BB
0.95,DGPExp_1,std,256,1000,0.9041,0.316393175326866,0.294468777947881,0.082167785496333,0,BB
0.95,DGPLaplace_0_1,std,256,1000,0.9215,0.368508931945093,0.268970229762422,0.0708942409176184,0,BB
0.95,DGPLogNorm_0_1,std,256,1000,0.7603,1.27017459314301,0.426921697988778,0.787340543667268,0,BB
0.95,DGPNorm_0_1,std,256,1000,0.938,0.171367198432446,0.24116761014203,0.01555371108919,0,BB
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,4,10,0.744590837664692,1.42418663214961,0.43611731492496,0.723921699240335,1727,BCa
0.95,DGPBeta_1_1,mean,4,10,0.658945046129162,0.32579191390505,0.474087556598314,0.150888673679636,28,BCa
0.95,DGPBeta_10_2,mean,4,10,0.626265664160401,0.111375198974424,0.483818611429726,0.0645751491861726,25,BCa
0.95,DGPExp_1,mean,4,10,0.608320802005012,1.00267650329462,0.488150071826463,0.751096768911586,25,BCa
0.95,DGPLaplace_0_1,mean,4,10,0.630179592655764,1.47703244637304,0.482780134731936,0.965417932112944,33,BCa
0.95,DGPLogNorm_0_1,mean,4,10,0.54655708128696,1.74128899142074,0.497852670022706,1.97408398546592,23,BCa
0.95,DGPNorm_0_1,mean,4,10,0.64383149448345,1.10620150624478,0.478889865994997,0.590102457624724,30,BCa
0.95,DGPBeta_1_1,median,4,10,0.694052419354839,0.403864870326363,0.460830843489577,0.200485360657352,80,BCa
0.95,DGPBeta_10_2,median,4,10,0.69356948777297,0.142411492579524,0.461033885288848,0.084779540572621,63,BCa
0.95,DGPExp_1,median,4,10,0.703621730382294,1.14871481787324,0.45668279223575,0.866045614916339,60,BCa
0.95,DGPLaplace_0_1,median,4,10,0.699969785476886,1.79459660945494,0.458293834139319,1.22949799218847,71,BCa
0.95,DGPLogNorm_0_1,median,4,10,0.697641604515219,1.935590386525,0.459302795454231,2.19469010341185,78,BCa
0.95,DGPNorm_0_1,median,4,10,0.70561029559622,1.36944360153927,0.455790844210077,0.763503616363695,54,BCa
0.95,DGPBeta_1_1,Q(0.05),4,10,NA,NA,NA,NA,10000,BCa
0.95,DGPBeta_10_2,Q(0.05),4,10,NA,NA,NA,NA,10000,BCa
0.95,DGPExp_1,Q(0.05),4,10,NA,NA,NA,NA,10000,BCa
0.95,DGPLaplace_0_1,Q(0.05),4,10,NA,NA,NA,NA,10000,BCa
0.95,DGPLogNorm_0_1,Q(0.05),4,10,NA,NA,NA,NA,10000,BCa
0.95,DGPNorm_0_1,Q(0.05),4,10,NA,NA,NA,NA,10000,BCa
0.95,DGPBeta_1_1,Q(0.95),4,10,0.173240446675546,0.299926574764443,0.37847439719367,0.212032930152672,239,BCa
0.95,DGPBeta_10_2,Q(0.95),4,10,0.181577068244415,0.0863115110461254,0.385515236276123,0.068823060411326,197,BCa
0.95,DGPExp_1,Q(0.95),4,10,0.17257586594462,1.23291407381124,0.377899494630588,1.06483494063805,213,BCa
0.95,DGPLaplace_0_1,Q(0.95),4,10,0.180351307189542,1.41526195464056,0.384499429394246,1.21224644780347,208,BCa
0.95,DGPLogNorm_0_1,Q(0.95),4,10,0.17213533680875,2.39422668993073,0.377517325020268,3.2022150085308,217,BCa
0.95,DGPNorm_0_1,Q(0.95),4,10,0.180135024549918,1.04152355431393,0.384319536405816,0.760545764774834,224,BCa
0.95,DGPBeta_1_1,std,4,10,0.423382173382173,0.168307227874687,0.494119976721047,0.0962964143143544,172,BCa
0.95,DGPBeta_10_2,std,4,10,0.340719658467168,0.0608288268411997,0.473975324243864,0.0418303674078681,162,BCa
0.95,DGPExp_1,std,4,10,0.275879549832708,0.572906717037412,0.446979060314329,0.49652134236384,137,BCa
0.95,DGPLaplace_0_1,std,4,10,0.312601296596434,0.828732524930315,0.463576849028576,0.619416753930067,128,BCa
0.95,DGPLogNorm_0_1,std,4,10,0.174590329759256,1.07514669293993,0.379635516016741,1.37267738909728,114,BCa
0.95,DGPNorm_0_1,std,4,10,0.370953009235766,0.58860773776508,0.48308442264629,0.363953212346372,147,BCa
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,8,10,0.731340288924559,0.879230665486298,0.443284766195503,0.41945502126885,32,BCa
0.95,DGPBeta_1_1,mean,8,10,0.742006615214994,0.261416697884797,0.437552268336485,0.0951055350162644,23,BCa
0.95,DGPBeta_10_2,mean,8,10,0.717119102474206,0.0917388858408265,0.450421600115766,0.0406422669613156,17,BCa
0.95,DGPExp_1,mean,8,10,0.683931075936686,0.836421780211584,0.464963458124472,0.47514685995003,18,BCa
0.95,DGPLaplace_0_1,mean,8,10,0.695003504555923,1.2160548095602,0.460428995928952,0.622345003714964,13,BCa
0.95,DGPLogNorm_0_1,mean,8,10,0.618293049844549,1.5235278091995,0.485829626565715,1.3875254922318,29,BCa
0.95,DGPNorm_0_1,mean,8,10,0.721793200280814,0.897711766769533,0.448138279452257,0.374903846992948,29,BCa
0.95,DGPBeta_1_1,median,8,10,0.750626692068585,0.375442920771045,0.432671968595378,0.17062110130774,27,BCa
0.95,DGPBeta_10_2,median,8,10,0.749322357193053,0.117580791198386,0.433424989446863,0.0631299505475612,39,BCa
0.95,DGPExp_1,median,8,10,0.74174776763319,0.931103008047441,0.437695371232066,0.620789884775394,33,BCa
0.95,DGPLaplace_0_1,median,8,10,0.745783132530121,1.33585891849741,0.435441946625539,0.829710676364083,40,BCa
0.95,DGPLogNorm_0_1,median,8,10,0.742243197108143,1.35284491389333,0.437421359755942,1.14569860631242,41,BCa
0.95,DGPNorm_0_1,median,8,10,0.744960385116839,1.11467110885984,0.435905341025107,0.574927882520666,29,BCa
0.95,DGPBeta_1_1,Q(0.05),8,10,NA,NA,NA,NA,10000,BCa
0.95,DGPBeta_10_2,Q(0.05),8,10,NA,NA,NA,NA,10000,BCa
0.95,DGPExp_1,Q(0.05),8,10,NA,NA,NA,NA,10000,BCa
0.95,DGPLaplace_0_1,Q(0.05),8,10,NA,NA,NA,NA,10000,BCa
0.95,DGPLogNorm_0_1,Q(0.05),8,10,NA,NA,NA,NA,10000,BCa
0.95,DGPNorm_0_1,Q(0.05),8,10,NA,NA,NA,NA,10000,BCa
0.95,DGPBeta_1_1,Q(0.95),8,10,0.317550441042279,0.206426808552036,0.465547132844326,0.152219873674921,137,BCa
0.95,DGPBeta_10_2,Q(0.95),8,10,0.318976026005689,0.0553403500297145,0.466103411661952,0.0409229462840249,156,BCa
0.95,DGPExp_1,Q(0.95),8,10,0.316483962647178,1.38996595649333,0.465127749565107,1.13624877177372,148,BCa
0.95,DGPLaplace_0_1,Q(0.95),8,10,0.32101897899117,1.40899804733467,0.466891762760351,1.14660090824081,147,BCa
0.95,DGPLogNorm_0_1,Q(0.95),8,10,0.302434077079108,3.02178083651635,0.459335503297672,3.67872419851263,140,BCa
0.95,DGPNorm_0_1,Q(0.95),8,10,0.31560211554109,0.884786315035764,0.464778862750762,0.614257032009318,168,BCa
0.95,DGPBeta_1_1,std,8,10,0.620140087300782,0.124302235405051,0.485376425869448,0.0598330622668739,149,BCa
0.95,DGPBeta_10_2,std,8,10,0.496411604164561,0.0526457482968376,0.500012394907814,0.0322720892857306,107,BCa
0.95,DGPExp_1,std,8,10,0.404701846433256,0.568976838852682,0.490859014940704,0.465405161933704,89,BCa
0.95,DGPLaplace_0_1,std,8,10,0.461879790237999,0.784832110853132,0.498569872102827,0.524633200850337,84,BCa
0.95,DGPLogNorm_0_1,std,8,10,0.278543406095966,1.26404417337815,0.448304800349186,1.55935101949858,59,BCa
0.95,DGPNorm_0_1,std,8,10,0.529905031319458,0.48801480486454,0.499130102197632,0.259216034863682,102,BCa
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,16,10,0.742436385493889,0.595175751694608,0.437314255256326,0.246877246931933,18,BCa
0.95,DGPBeta_1_1,mean,16,10,0.761823647294589,0.194180416861531,0.425988920911656,0.0652556366433874,20,BCa
0.95,DGPBeta_10_2,mean,16,10,0.748847926267281,0.0685550414379926,0.433697536153541,0.0264127949035305,18,BCa
0.95,DGPExp_1,mean,16,10,0.725413533834587,0.641324361355703,0.446328029102089,0.298017823505498,25,BCa
0.95,DGPLaplace_0_1,mean,16,10,0.728548516439455,0.923990216686297,0.444730707008404,0.389252256975976,24,BCa
0.95,DGPLogNorm_0_1,mean,16,10,0.676326080417126,1.20908852564928,0.467900700729041,0.90425866786748,27,BCa
0.95,DGPNorm_0_1,mean,16,10,0.747292418772563,0.667356609092618,0.434586469173089,0.244877713136434,28,BCa
0.95,DGPBeta_1_1,median,16,10,0.766753611556982,0.300813798747458,0.422918968817682,0.132154955045361,32,BCa
0.95,DGPBeta_10_2,median,16,10,0.770340681362725,0.0866240594538339,0.420634811710186,0.0419086853356122,20,BCa
0.95,DGPExp_1,median,16,10,0.759398496240602,0.681762460479962,0.427470161554224,0.372963203062828,25,BCa
0.95,DGPLaplace_0_1,median,16,10,0.764316517901916,0.88149678135274,0.42444651753276,0.476823248849635,29,BCa
0.95,DGPLogNorm_0_1,median,16,10,0.760248571714944,0.908863510034941,0.426953102622088,0.576280016820207,23,BCa
0.95,DGPNorm_0_1,median,16,10,0.759759157049674,0.837295699868059,0.427251095719306,0.392616582252595,35,BCa
0.95,DGPBeta_1_1,Q(0.05),16,10,0.300964765100671,0.0559493255994987,0.45870147129172,0.0669638751693729,464,BCa
0.95,DGPBeta_10_2,Q(0.05),16,10,0.273548251601386,0.0571587035979843,0.445803179857449,0.0647018358865341,477,BCa
0.95,DGPExp_1,Q(0.05),16,10,0.317247167436005,0.0647722376047036,0.465428972216969,0.08156230411455,468,BCa
0.95,DGPLaplace_0_1,Q(0.05),16,10,0.275851263839565,0.77943254118146,0.446965558876826,0.959301529341283,426,BCa
0.95,DGPLogNorm_0_1,Q(0.05),16,10,0.294049863817306,0.0967804504950631,0.45563833178729,0.112930065353272,454,BCa
0.95,DGPNorm_0_1,Q(0.05),16,10,0.274042999475616,0.380567388016303,0.446054145420912,0.426334328605468,465,BCa
0.95,DGPBeta_1_1,Q(0.95),16,10,0.488730842432135,0.116412965369867,0.499898028048286,0.0890294610179918,17,BCa
0.95,DGPBeta_10_2,Q(0.95),16,10,0.479855682501503,0.0337888652718838,0.499619078330856,0.0234446379101295,22,BCa
0.95,DGPExp_1,Q(0.95),16,10,0.472703596113393,1.38599959337676,0.49927935744659,1.12199811632891,17,BCa
0.95,DGPLaplace_0_1,Q(0.95),16,10,0.47199118148111,1.39637638689042,0.499239904839429,1.13482685015856,21,BCa
0.95,DGPLogNorm_0_1,Q(0.95),16,10,0.458199679230152,3.663230881213,0.498274643821644,4.44965729163666,24,BCa
0.95,DGPNorm_0_1,Q(0.95),16,10,0.478012621456476,0.732480708311886,0.499541341466621,0.511926010437992,17,BCa
0.95,DGPBeta_1_1,std,16,10,0.700493802277537,0.090474446998249,0.458064821181496,0.0362791209238095,77,BCa
0.95,DGPBeta_10_2,std,16,10,0.604669887278583,0.0447168426945556,0.488946086510433,0.023773457009274,64,BCa
0.95,DGPExp_1,std,16,10,0.520349713596623,0.537909805412203,0.499610821705751,0.369252940402463,49,BCa
0.95,DGPLaplace_0_1,std,16,10,0.585127792312336,0.719160696426402,0.492724759075566,0.413941023710887,62,BCa
0.95,DGPLogNorm_0_1,std,16,10,0.361802488960257,1.33487079960853,0.480546172430941,1.44299306732354,36,BCa
0.95,DGPNorm_0_1,std,16,10,0.639425010052272,0.40165222507077,0.480191467528141,0.181432472487572,52,BCa
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,32,10,0.757111378205128,0.422193536779491,0.428849810407502,0.158678638393196,16,BCa
0.95,DGPBeta_1_1,mean,32,10,0.774416508063708,0.14087867377964,0.417986938984986,0.0451611911385717,17,BCa
0.95,DGPBeta_10_2,mean,32,10,0.764965406597814,0.0498391656496502,0.424041699745759,0.0176277384567321,27,BCa
0.95,DGPExp_1,mean,32,10,0.750100200400802,0.47598121020704,0.432976528458265,0.191034733038489,20,BCa
0.95,DGPLaplace_0_1,mean,32,10,0.75653742110009,0.676857540274588,0.429193438139501,0.257253015231347,19,BCa
0.95,DGPLogNorm_0_1,mean,32,10,0.704832564668137,0.928295552724219,0.456140856685049,0.581975377307499,26,BCa
0.95,DGPNorm_0_1,mean,32,10,0.762277009420726,0.485371036705615,0.425709916704923,0.163470886432406,22,BCa
0.95,DGPBeta_1_1,median,32,10,0.770179484608443,0.228408334462315,0.420738393899747,0.0971823795750456,27,BCa
0.95,DGPBeta_10_2,median,32,10,0.771797955502105,0.0626916788505807,0.419694561049283,0.0279375743370369,22,BCa
0.95,DGPExp_1,median,32,10,0.761747319907825,0.483995572316249,0.426035826809826,0.234525094620211,19,BCa
0.95,DGPLaplace_0_1,median,32,10,0.765560789816578,0.591927442627195,0.42366904281161,0.287439318380749,23,BCa
0.95,DGPLogNorm_0_1,median,32,10,0.760296622908107,0.626768271373456,0.426923802161338,0.329850873166355,21,BCa
0.95,DGPNorm_0_1,median,32,10,0.775373209097285,0.609409964446583,0.41735721818936,0.267331200654798,19,BCa
0.95,DGPBeta_1_1,Q(0.05),32,10,0.545720250521921,0.0617708414291648,0.497931259541582,0.0511924282558857,420,BCa
0.95,DGPBeta_10_2,Q(0.05),32,10,0.534642032332563,0.0969200837035838,0.498824668920239,0.0689020600421616,474,BCa
0.95,DGPExp_1,Q(0.05),32,10,0.542803189257239,0.0661718966043482,0.498190651215853,0.0577531312303577,468,BCa
0.95,DGPLaplace_0_1,Q(0.05),32,10,0.52656397359321,1.41984621493326,0.499320018939331,1.15026231490292,457,BCa
0.95,DGPLogNorm_0_1,Q(0.05),32,10,0.533242876526459,0.117299304852124,0.498919724845499,0.0856139202751462,419,BCa
0.95,DGPNorm_0_1,Q(0.05),32,10,0.530813648293963,0.642909699621863,0.499075814741932,0.457579490097721,475,BCa
0.95,DGPBeta_1_1,Q(0.95),32,10,0.705074207781789,0.0994191250816497,0.456032262278577,0.0619480144450768,28,BCa
0.95,DGPBeta_10_2,Q(0.95),32,10,0.701814172596973,0.0332797842681077,0.457484444750696,0.0179527304162664,23,BCa
0.95,DGPExp_1,Q(0.95),32,10,0.701102204408818,1.80339938868357,0.457797884739567,1.18740149079514,20,BCa
0.95,DGPLaplace_0_1,Q(0.95),32,10,0.698627392044885,1.79446681599688,0.458877168792674,1.18511920549518,19,BCa
0.95,DGPLogNorm_0_1,Q(0.95),32,10,0.697525298066326,5.45007308816507,0.459352693777652,5.66629152865812,19,BCa
0.95,DGPNorm_0_1,Q(0.95),32,10,0.691174997495743,0.849845715613814,0.462031929670668,0.483934632766377,17,BCa
0.95,DGPBeta_1_1,std,32,10,0.734406438631791,0.0641022076190563,0.441670970976214,0.0223932611145148,60,BCa
0.95,DGPBeta_10_2,std,32,10,0.67472659777265,0.0354022656076251,0.468500414052091,0.0163465986764937,33,BCa
0.95,DGPExp_1,std,32,10,0.597591570496739,0.465764372069297,0.490408013638254,0.282184185070827,35,BCa
0.95,DGPLaplace_0_1,std,32,10,0.649799196787149,0.59539497596699,0.477056653182591,0.299437351119733,40,BCa
0.95,DGPLogNorm_0_1,std,32,10,0.449227373068433,1.36492201215952,0.497440418010448,1.3967542393365,34,BCa
0.95,DGPNorm_0_1,std,32,10,0.698092369477912,0.311201601375925,0.459108457625261,0.122374318590077,40,BCa
0.95,DGPBiNorm-1_1_2.0_0.5_1.0,corr,64,10,0.761995392166683,0.300615621337579,0.425883297428127,0.104004957578589,17,BCa
0.95,DGPBeta_1_1,mean,64,10,0.772176004811065,0.100111329927519,0.419449468648793,0.0316956765467927,23,BCa
0.95,DGPBeta_10_2,mean,64,10,0.771397073561836,0.035687958170105,0.419953930184554,0.0119019859605067,22,BCa
0.95,DGPExp_1,mean,64,10,0.756134201301953,0.341950653805836,0.429434209164835,0.124929181180628,15,BCa
0.95,DGPLaplace_0_1,mean,64,10,0.756207448938726,0.486963481152465,0.42939050161866,0.165338336141541,12,BCa
0.95,DGPLogNorm_0_1,mean,64,10,0.734675480769231,0.694897342587789,0.441527965888565,0.367351865817919,16,BCa
0.95,DGPNorm_0_1,mean,64,10,0.769862739204489,0.347420388346564,0.420941628857353,0.111790792004571,19,BCa
0.95,DGPBeta_1_1,median,64,10,0.765855124737,0.169823426060562,0.423484380694757,0.0684732191457526,19,BCa
0.95,DGPBeta_10_2,median,64,10,0.773825032568394,0.0448241605048969,0.418374703003582,0.018537512676296,21,BCa
0.95,DGPExp_1,median,64,10,0.769377318760654,0.348185374688015,0.421252481945063,0.153263099519485,27,BCa
0.95,DGPLaplace_0_1,median,64,10,0.767104076930782,0.396277337212772,0.422697657722546,0.174934680911679,17,BCa
0.95,DGPLogNorm_0_1,median,64,10,0.777031766710091,0.442820361155411,0.416258049499702,0.201647182826352,21,BCa
0.95,DGPNorm_0_1,median,64,10,0.773082315241338,0.433419525894784,0.418859902665293,0.17871636405262,14,BCa
0.95,DGPBeta_1_1,Q(0.05),64,10,0.722406680752591,0.0648883826391303,0.447834173540814,0.0378994038002708,61,BCa
0.95,DGPBeta_10_2,Q(0.05),64,10,0.728772635814889,0.102103705765548,0.444615529109045,0.0564637560042354,60,BCa
0.95,DGPExp_1,Q(0.05),64,10,0.721413512699528,0.0703711484926789,0.448326036175651,0.0427792534856123,39,BCa
0.95,DGPLaplace_0_1,Q(0.05),64,10,0.726340138791109,1.48438763624951,0.44585887290198,0.943656300832996,57,BCa
0.95,DGPLogNorm_0_1,Q(0.05),64,10,0.724723618090452,0.12425650866698,0.446675886597969,0.0664568881292728,50,BCa
0.95,DGPNorm_0_1,Q(0.05),64,10,0.728852722523609,0.679489501959469,0.44457427653848,0.372509169296434,46,BCa
0.95,DGPBeta_1_1,Q(0.95),64,10,0.751753155680224,0.0715455639145151,0.432017414192152,0.0380609368492733,18,BCa
0.95,DGPBeta_10_2,Q(0.95),64,10,0.751678524902295,0.0258763490237953,0.432060906644306,0.0122699079144855,21,BCa
0.95,DGPExp_1,Q(0.95),64,10,0.761146177737702,1.53205625194197,0.42640460897342,0.911735086206475,19,BCa
