alpha,dgp,statistic,n,B,repetitions,percentile,basic,bca,bc,standard,smoothed,double,studentized,ttest,wilcoxon,ci_quant_param,ci_quant_nonparam,maritz-jarrett,chi_sq,ci_corr_pearson,double-std
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.58617753212424,-0.8472368914897079,,,,,,-2.046993729340459
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.07525199265746674,0.3525993813691921,,,,,,0.47189049623401347
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.3370897905022252,0.43524879764552615,,,,,,0.6281397421964229
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.2873246694995141,0.014964414513421676,,,,,,-0.27508782444606306
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.14307852489857087,0.3156773784998625,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.18728154793314344,-0.13341740031924848,,,,,,-0.4399594257251247
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.13361810218529346,0.20590100889621876,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.10228436466010182,-0.18598621952369665,,,,,,-4.033210005424131
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.4774741050294361,0.3742798851148418,,,,,,0.49876601301552403
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.8226361591746636,-1.534809674394592,,,,,,-10.373404102530781
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.20419116399518544,0.050261091556613235,,,,,,-0.22033538216298176
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.573544016506651,-0.23486738318694433,,,,,,0.4217258719953083
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.2205657194883558,-0.4253453316609267,,,,,,-0.5562149036534567
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.1795443076791885,-0.2500946290756402,,,,,,0.19223424625366314
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.38090619452045804,0.3355370499394813,,,,,,0.5302649345888499
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.03669544055111851,-0.3478288684715286,,,,,,0.1886457302742598
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.09443174457660386,-0.13359784747625003,,,,,,0.30542435986271876
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.05970050384423453,-0.1669614723918631,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.19746707861611112,-0.0831883032826134,,,,,,-0.08938278528168919
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.32751518899185617,0.14407967900538687,,,,,,0.13907550427161786
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.22125850119079837,0.14096141753916452,,,,,,0.43337143260453576
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.078705227767628,-0.15126852140169134,,,,,,-0.8916869889654876
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.36352612871217627,-0.153307039293896,,,,,,-0.47888572410622476
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.18588830000349876,0.19910452802903578,,,,,,0.41642234621680707
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.47556972577883716,-0.6388608619852749,,,,,,-0.4867321069946984
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.08858739420716111,-0.46884849376490934,,,,,,0.05280890012311801
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.1894412522598531,-0.43582877045030843,,,,,,-0.11208554398654713
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.0262396099278015,-0.22177623756042353,,,,,,0.014396324151251916
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.03546674082176515,-0.06428226818701771,,,,,,0.03577452930571068
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.3347331585725697,-0.3285266777262943,,,,,,0.7368135801057949
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.12919827390098781,-0.3085641074724099,,,,,,-3.4182965048616634
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.2717240333317623,-0.27249918354540825,,,,,,-3.2422667704697643
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.1089937466482338,-0.07159560336877524,,,,,,-3.8521495354806343
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.2390976575380852,-0.5250630296988059,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.38683494666346474,-0.9188833896054222,,,,,,-3.4181128375340446
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.85999210727139,-1.0822777779931587,,,,,,-0.502827787672127
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.13507930048496408,-0.10478002576219736,,,,,,-0.21076784927035908
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.4403397251883686,0.5110254441148101,,,,,,0.46465362340625316
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.05516287764868344,0.2923426920098462,,,,,,0.49662242506214016
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.05177912693522568,-0.31496986421522577,,,,,,-1.4462430192875286
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.041847438415782534,-0.01932704787640427,,,,,,-0.39376893762064535
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.3369241993030255,-0.8693922519879251,,,,,,-6.806869917228
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.04092013809848993,-0.1946881124572185,,,,,,-0.5312861089846233
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.6532926831756128,-1.2732060701348322,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.4998854939751185,-0.4580743802607905,,,,,,0.07094210318157068
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.18275723238997021,0.0983242314841597,,,,,,0.293013317310724
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.4297160839989207,-0.27832447794653437,,,,,,-4.4181012247268
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.24516302659102435,0.07601195128237836,,,,,,-0.797499911315583
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.1604060482590396,-0.11226878953074237,,,,,,-0.6305015909073021
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.24157921249811987,-0.24981309072238234,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.9754477663201597,-1.6967906143802427,,,,,,-16.180303003182278
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.38872343777844376,0.5577242842979762,,,,,,0.2558894904947564
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.2131934061817221,0.03891355404329189,,,,,,-0.6855419422884288
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.40999030791095326,0.35635553698223765,,,,,,0.6663438890767667
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.13806362425794028,-0.20157548144203652,,,,,,0.057985296293982524
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.7535078527823202,-0.5230151319277878,,,,,,-2.6491192595258943
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.12473667247440345,0.15999961125583662,,,,,,-1.0912406292859114
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.21787525915274442,-0.22743297047355204,,,,,,-1.444067584412074
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.4345823931662536,0.4909458595709104,,,,,,0.5142863299444977
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.11272119113398205,0.13339222947322948,,,,,,0.30069280327143555
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.29008512105735534,-0.7110884220090161,,,,,,-0.4299184534036044
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.27703185472787806,0.08672748597260174,,,,,,0.07592519640991191
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.02681424993163073,-0.18780873983563806,,,,,,-0.4969522478457402
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.35181541082578954,-0.6111694923205679,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.10464767716159062,-0.21230153944077546,,,,,,0.4380584368839703
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.4342876370498223,0.38350884638279137,,,,,,-0.7467542702138945
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.2054595434099179,-0.09246115244722075,,,,,,0.7166973207227931
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.1318910351874618,0.08418182703106458,,,,,,-3.0906776193808114
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.20750666607833412,0.14518436059019285,,,,,,0.5646465439008347
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.6449650777136527,0.664836209435654,,,,,,0.7564975693739371
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.7586626065144273,-0.9746494274985198,,,,,,0.09805338713730649
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.13487533276818087,0.003954521992548199,,,,,,0.09120997213365523
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.06163813658695938,-0.16471213011214014,,,,,,-1.131959150636527
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.6867897579999239,-1.2401953082137318,,,,,,-1.5111203164894382
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.4662664147472648,0.41128370785630536,,,,,,-0.45388043398185773
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.34788562277680435,-0.31190318194384536,,,,,,-0.3671911747905352
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.024791655831368997,-0.07434763039695325,,,,,,0.6774199407315384
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.2399754549479064,0.13544846846118963,,,,,,0.2851960595356733
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.434635175648469,-0.782386839454577,,,,,,-0.9184648255099574
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.14750125810738623,-0.10122500780289678,,,,,,-1.7709078275873447
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.2660765856059629,-0.3850011556129378,,,,,,0.38529840481573774
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.15680372406278298,-0.107648846992877,,,,,,0.26334110763015406
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.009016456511466542,-0.0723236820749138,,,,,,0.18120919386908246
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.2217968259924873,-0.4182730662278985,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.11501417672370429,0.3915390460577064,,,,,,0.11655423097868889
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.7600524270320115,-1.5019465360052506,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.06876450745671481,0.26141779740805193,,,,,,0.4089060713271191
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.07462702993074011,-0.3655782203465643,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.8664368540979859,-0.7846098618884445,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.44073084125823403,0.5040072916644214,,,,,,-0.3440543794733478
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.3462237439955326,-0.3800925619576817,,,,,,0.4521329268725355
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.5438024524636211,-0.15417348311237689,,,,,,-1.4018335627900265
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.4711226383174184,-0.6109571617000921,,,,,,-6.65874604899042
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.3201555717420682,-0.32157287234629206,,,,,,-0.5919777383657798
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.6223866452450455,-0.20057992591545748,,,,,,-0.3969797564298987
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.29058570775245096,0.07897428756304059,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.34316960475288333,-0.2761368283895355,,,,,,-1.7203204742267326
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.35184288395460817,-0.35338194880632945,,,,,,0.09425653419454649
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.07293452558237856,0.0702626447799326,,,,,,0.6700993609066185
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.44758415781441896,0.2772016508119822,,,,,,-0.32908713587878813
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.16969893551043702,-0.0531612314809089,,,,,,0.6136236445188619
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.9998323931122418,-1.1740685690564439,,,,,,-0.922161849986383
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.19810293414585933,-0.10619459658577735,,,,,,-1.0548646279869514
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.04968265694692109,-0.012892198328818938,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.026160097718255226,-0.39727072846665656,,,,,,-1.8939027942965985
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.3655019770924559,-0.2174512360884675,,,,,,-0.6849357333323061
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.44710824654423487,-0.6767952690080707,,,,,,-0.40523645379017825
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.3655052680460221,-0.9108720135432994,,,,,,-5.048058575065797
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.07563178351479038,-0.11348743624738677,,,,,,0.3346385152135027
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.16656153074588242,0.39433765577256563,,,,,,0.688515892212935
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.39062173828130986,-0.6938211903633624,,,,,,-0.411848476527232
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.08737606206406234,-0.051872311297634144,,,,,,0.3070793459861534
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.9318895901900903,-0.7676445701384546,,,,,,-0.33957553473243984
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-1.053941081017169,-1.4333357137468292,,,,,,-0.13541106929051006
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.2611578438823102,-0.5013466352745352,,,,,,-1.739407554744521
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.2040918038015329,-0.010060805496147296,,,,,,0.36393286300972627
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.3713322181971107,0.40162709411716135,,,,,,0.613590843787622
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.1396193912647724,0.11539800029277869,,,,,,0.12963368670081088
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.20273004947352602,0.0003603460914405332,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.5541461529222749,-0.9183332844601921,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.33824350898984124,-0.2232805575918928,,,,,,0.16872007905350805
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.051132956022287956,0.01717570420971648,,,,,,-0.8223481572840986
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.13881566033957382,0.08296575588255628,,,,,,0.47284584127656926
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.7050704643862041,-0.702572830489674,,,,,,-0.6674163205107811
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.5783141729038718,0.5686832955316459,,,,,,0.16714929300017956
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.35565288984147947,-0.23896859405380644,,,,,,0.4997828868679388
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.44075751580782374,-0.16960968854724612,,,,,,0.810218194070486
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.5181315791256501,-0.5963426394808681,,,,,,-0.9916395965080177
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.04917413892524136,0.06238320100791403,,,,,,0.4727425912929479
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.3584404831401865,0.30918219187808216,,,,,,0.39051168746912635
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.336838895354136,-0.7159230858282141,,,,,,-2.713223981815295
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.19410270182572664,-0.27617073483277466,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.14935442572229907,0.34543623402392054,,,,,,0.4122158515443451
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.10314014643311498,-0.3151420554852531,,,,,,0.7715670024229953
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.3815234345657545,0.377512784587014,,,,,,0.3499877675812142
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.06421107926335146,-0.4522458365421542,,,,,,-3.2999173857576465
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.249633066091144,0.26540115682649534,,,,,,0.40089271318173925
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.28559379126460993,0.05903899805550328,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.20317162623656326,0.19195741666743316,,,,,,-2.286617210043277
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.18212133343089443,0.17360380380407447,,,,,,0.14733902443768865
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.06655808008924302,-0.40108453869002425,,,,,,-0.10087151263844474
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.32295838680769456,0.2699434334889812,,,,,,-0.9374054659376723
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.45033001088679636,-0.41418978401183393,,,,,,0.11851177144245117
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.511731511059301,0.44174817425771407,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.6555706398122665,-1.0436540427912666,,,,,,-1.7916152084039636
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.6394888369885611,-0.46020354228498783,,,,,,-0.520668991640383
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.6107754264055615,0.5646265893470709,,,,,,0.5867382170796426
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.5267847798566758,-1.0501617346961165,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.048585969861679956,0.3293327632042185,,,,,,-0.26332834484022816
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.18421574171423366,0.16187448377796615,,,,,,0.39413793356212845
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.6344193629762435,0.6906033018170035,,,,,,0.7058012548823909
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.22236270444593464,0.3059566760560528,,,,,,0.4901701484100319
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.10518908729723497,-0.07007248925682263,,,,,,-0.12153888687956638
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.22606086465723774,0.13116468483636678,,,,,,-2.3457502357437634
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.004770528738743618,0.23692091908148474,,,,,,0.3990892133371281
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.23612392559412,0.18568533588198155,,,,,,0.28280342493964783
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.14892342388434798,-0.4688888239544886,,,,,,-0.37433685253632887
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.1371475496720138,-0.13423137892565906,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.11718806103044765,0.0857333517316001,,,,,,0.256148814815924
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.22305787565551505,-0.040580775437633554,,,,,,-0.677844781364308
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.3751081199597453,-0.5870265273120274,,,,,,-0.7159475693678081
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.15684039057889354,-0.18919781826412496,,,,,,0.5532608224955425
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.6133894479107111,-0.5739804762968008,,,,,,-3.5181474803231163
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.3760338741505971,-0.6388772723325096,,,,,,-0.4650390540934408
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.8979911202777164,-1.105331761730977,,,,,,0.13049452377402826
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.2271465747266571,-0.5180270899695258,,,,,,0.20512087758029296
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.022556111483136854,-0.07500003029367086,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.011071639201098216,-0.22753356041092027,,,,,,0.49437169014644855
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.41681469910210533,-0.40683150732485074,,,,,,0.5364557506762738
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.3571856084925341,0.38072244593191806,,,,,,0.616066227576519
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.029579770270070416,-0.04687696192641866,,,,,,-0.7187047061349061
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.3255000888129229,-0.4872407381605812,,,,,,-0.5319578756823569
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.042649694948011074,-0.1584393367163177,,,,,,-1.6024746700607633
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.40251376441995823,-0.35289219004577355,,,,,,-0.9103815286967333
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.512818112014968,-1.134621197459065,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.32824167853962116,-0.785156917165402,,,,,,-0.842978713754267
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.2574583102865917,0.34210126016121434,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.12910182393539982,-0.27097534856130445,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.0832759204412703,-0.08506688979256327,,,,,,
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.1899710425278679,-0.2854188504844757,,,,,,0.3860862235727928
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.334648880860953,0.12842854958526828,,,,,,-2.5490730683734215
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.9247572283485805,-1.1038983744467403,,,,,,-0.671357512390869
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.22818726827238378,0.28456909923214146,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.1168214686157445,-0.18132129327279456,,,,,,-0.21807130730776425
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.8421631571376677,-0.9180555143685917,,,,,,-0.7645782927867392
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.6025422819854467,-0.9771494975516142,,,,,,-4.280208624145931
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.5045353816673617,-1.0988941071640546,,,,,,-3.1035897195818922
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.09515376655050711,0.050583996167131995,,,,,,-3.2164779729854107
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.732592853888046,-0.40711725768891616,,,,,,-0.6053221455596891
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.39363270646227655,0.40503967641904504,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.5026479990855192,-0.6880770471503759,,,,,,-0.0829003576561066
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.06785997302500679,-0.4155366256253795,,,,,,-0.9979622020184148
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.16129472886687912,0.3776059048168059,,,,,,0.2760569049738595
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.7933195239278303,-0.7978703243213903,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.033742599804168605,-0.2006563443670723,,,,,,-1.1391776699453784
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.3790715193661256,0.29864791056408724,,,,,,-0.43767629607659053
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.12125489988336902,0.13976660266333024,,,,,,0.21722195947290124
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.25714132694858904,-0.3981734558109862,,,,,,-0.2715784116222131
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.1762718489739502,-0.20619354081106978,,,,,,-0.1716513334338814
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.35435748149897506,-0.8733874005631147,,,,,,-10.822086996370201
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.29353890134594607,0.15956630543906203,,,,,,-0.49648746094395846
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.11233050659113986,0.255783445715281,,,,,,0.18464850322273985
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.0526619333643501,0.0247637504391518,,,,,,0.6474580206129746
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.13653207799273992,0.23389876756745687,,,,,,0.6092272379089061
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.10497999861164131,-0.12545374891487104,,,,,,0.09657839829763815
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.055082189564497286,0.0768990287505813,,,,,,0.39145292381389896
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.6707957417212193,0.6307751042619673,,,,,,-inf
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.6588781119646575,-0.4470503716355556,,,,,,-0.08326441315812816
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.02436003612256399,-0.2825292804782621,,,,,,-1.8079126167637212
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-1.0162983596117336,-1.807877635208992,,,,,,-1.7790180308314856
0.05,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,-0.19947961663230496,-0.3397318601466488,,,,,,-0.19948024058937763
