alpha,dgp,statistic,n,B,repetitions,percentile,basic,bca,bc,standard,smoothed,double,studentized,ttest,wilcoxon,ci_quant_param,ci_quant_nonparam,maritz-jarrett,chi_sq,ci_corr_pearson,double-std
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.11970971599503155,-0.05333951034455986,,,,,,0.1807626370728157
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.37320398653220077,-0.33923911058107936,,,,,,-0.3534504591256341
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.09505846713684712,0.08625180251328884,,,,,,0.28937574211275385
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.05596743039735419,-0.0315073585062256,,,,,,0.4174650253821679
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.02435301458813821,-0.05673389853948163,,,,,,0.15267596052898424
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.053494475345475134,0.0485507624332826,,,,,,0.002806585053626298
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.14836578420591917,0.18339756175007815,,,,,,0.3093125659503442
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.09515806321572512,0.07521332833624896,,,,,,0.2037448329785393
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.22970182974736064,0.19603866139117387,,,,,,0.4618872292710987
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.27343767560996834,-0.4078584212757339,,,,,,0.025018561086886493
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.13630516453958696,-0.2875165214709793,,,,,,0.1435790652516039
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.16837667704338188,0.14953550012884276,,,,,,-0.8030693781117295
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.14222729385473776,-0.03841511481580673,,,,,,0.3732911997600343
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.1291560702534129,0.10776809441137847,,,,,,0.034938724924611586
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.282276725738597,-0.436734152679431,,,,,,-0.22331152582946828
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.12365658489399656,-0.013710009672982193,,,,,,0.34111998460888726
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.3323761338276894,-0.359890859037966,,,,,,-1.875930854950058
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.2804047812275453,-0.316888122264474,,,,,,-0.7373646197058348
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.060819361352112855,-0.09015581623272229,,,,,,-0.38865165435211835
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.21915480475607485,-0.18712883006778958,,,,,,-0.2468012148343911
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.008872471892014122,-0.015250129118110411,,,,,,0.29004909792660916
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.14712787291206741,0.12139004248839358,,,,,,0.14573303727515063
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.12947246926102263,-0.09079289086599329,,,,,,-0.6297957024746961
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.2805208278396423,-0.49586991529483726,,,,,,-1.2734540952143512
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.03920648134133242,-0.02629003672069863,,,,,,0.07025663775945779
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.1991043271278834,0.22354805699219416,,,,,,-0.06599636472637016
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000995184923308412,-0.008213452410600397,,,,,,-0.1625117345194007
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.10118435587249663,-0.23510378668034793,,,,,,0.04364395850375513
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.014196552411854357,-0.09150122591192694,,,,,,-0.33946819257448985
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.08711072885295112,0.16219689694108214,,,,,,0.37312594517611186
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.23515654274963405,-0.3997232996125697,,,,,,-0.035045368509281305
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.1728259827038584,-0.22384163587747097,,,,,,-0.05081085654483741
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.06473549188611072,0.06490145982842449,,,,,,0.0019165789006672096
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.04991852019504206,0.0248499811529721,,,,,,-0.24668994898109275
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.06163976362967094,-0.15624373911374057,,,,,,-0.2322479845376193
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.1257486459044661,0.24909934794459188,,,,,,0.01952841495138813
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.5157823803703505,-0.49191606612242045,,,,,,-0.49513829981187696
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.3540116776355906,-0.41686925204467684,,,,,,-0.3027221643763952
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.17306628055214368,-0.2633800245818947,,,,,,-0.2771361120235503
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.06711761085593748,0.0723914589286947,,,,,,0.22330650290603776
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.11826490916103438,0.0518186046111494,,,,,,-0.3056415320650664
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.013298809674062495,-0.06095636270323157,,,,,,-0.7383600771671137
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.05896605626235685,-0.32530916752400196,,,,,,-0.9783336373217363
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.07435049000829208,0.024556023470746785,,,,,,-1.3109380776373751
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.011125738195253976,0.038363893828243456,,,,,,-0.8486339897955408
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.029494537922784114,-0.023462418426524967,,,,,,0.17806091212182862
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.09197051879700979,-0.272052632310127,,,,,,0.36026631251206837
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.10371654917827966,0.03579420687947543,,,,,,0.06232047526030848
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.3241147452058781,-0.6570982340346632,,,,,,0.22064015994921632
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.04199318749170822,-0.018944240233529475,,,,,,-0.7572045254528795
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.029755253024725148,-0.011047918989438799,,,,,,-2.3624820008256884
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.12411343678772058,-0.10294386290921709,,,,,,-4.627324114900218
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.02180946372344983,-0.07605254945481166,,,,,,-0.13399221254793203
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.14253722366813404,0.11619056706417075,,,,,,0.5563932262206328
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.11227191832728345,-0.07596408438123448,,,,,,-0.3745334328236767
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.07663873667651921,-0.059449076231416265,,,,,,-0.24743317233217954
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.35306246924602086,-0.41244765829280056,,,,,,-0.2679110527495238
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.27395211266541264,0.25720562769512434,,,,,,0.45894915512687984
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.18593156560434543,-0.13065002276356708,,,,,,0.10221755893788398
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.10866660258003719,0.023819101716432256,,,,,,-0.5058511805423065
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.10676841437418905,-0.23756846487948358,,,,,,0.2534977039321408
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.008002549002664616,0.050133120697380296,,,,,,-0.6191569490713085
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.03148376901412209,-0.16917848044939376,,,,,,0.35846538710552556
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.023326970502597688,-0.02231145049625005,,,,,,0.05818650332816089
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.032510916267191825,-0.023618953944118448,,,,,,-0.4978713471696058
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.23225361980215603,0.21984893743415662,,,,,,0.3354964290802811
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.2639398799621451,-0.2713946500477826,,,,,,-0.1453598801783198
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.43994259154346277,-0.6152430569577796,,,,,,-1.8226921975773498
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.05572632687250878,-0.08342221687351148,,,,,,0.18573441553481518
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.06994125782514893,-0.14977482457935132,,,,,,-0.18091875911761657
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.07802552220881531,-0.12064435587837363,,,,,,-0.6639226167007193
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.06951957105891104,0.08601199031882645,,,,,,0.2502579899856845
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.022902672927793466,0.024025535973826617,,,,,,-0.30072192363760686
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.006699198679274709,-0.07427954286627858,,,,,,-1.06860245402201
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.041811481341294865,-0.021990315708785957,,,,,,0.3654827287862332
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.1390775072379904,-0.3167109862879256,,,,,,0.2840169288869109
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.15107766863039462,-0.0790492949587508,,,,,,0.24467562812381982
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.4648948611571325,-0.3845567036994121,,,,,,-0.3712700995502284
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.1525048433985392,-0.20505574188478803,,,,,,-0.25640937236587413
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.06269806251680177,-0.1024680122644217,,,,,,0.23523325113260196
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.06826212149554667,0.026043418899547754,,,,,,0.03416041030470596
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.04743390917497814,0.03790839475165131,,,,,,-1.2096454635459755
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.0731995432512409,-0.16853471230068373,,,,,,-0.07457345010918193
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.2919094789427738,0.27461256536535056,,,,,,0.2793371347179752
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.13339079904320839,-0.19124620640536683,,,,,,-0.5379754490448907
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.16778565551136826,-0.27260040197468005,,,,,,0.1498086523898436
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.15249426053211879,0.18247108186565006,,,,,,-0.36801627494849937
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.16114692979359002,0.09959820113007467,,,,,,0.21375985358231164
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.09152749102629743,0.0635290166196466,,,,,,-0.0661301050893317
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.07764666371905438,-0.13632182357766387,,,,,,-0.6930728471196991
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.04403402891937436,-0.05039640667879092,,,,,,-0.13699723458097335
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.40910411570270466,-0.5288161249244581,,,,,,-inf
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.08078718397628315,-0.27930853006429246,,,,,,-0.33537770877297424
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.10216239701564223,0.034666392386055955,,,,,,0.057254806912503176
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.16707877151842265,-0.11417224946392776,,,,,,-0.07581237260174467
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.009924187135649465,0.016607739665995935,,,,,,-0.20835083007707617
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.05496098122447335,0.05082919219694482,,,,,,-0.44669218144490597
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.027628452695955485,-0.04366746920570552,,,,,,0.31497768939512016
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.07541666179983864,-0.13221687952325323,,,,,,-0.1585648272023088
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.1362319930608149,-0.23207602923677573,,,,,,-1.2102348464570158
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.12269431814745246,-0.05895357127283751,,,,,,0.08917236552386332
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.1638532619241685,-0.18178189248506021,,,,,,-0.08425116877741395
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.19764059704286063,-0.3356883583775768,,,,,,-0.5291947042407551
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.12915762223584681,-0.16481150547740175,,,,,,-1.3729589336585268
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.024589060392736117,0.02739381628128057,,,,,,-1.0914518455755498
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.004682540605439045,-0.05548886228463193,,,,,,-0.7320358570330666
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.1420451349372801,0.1852490532713693,,,,,,-0.24350006000975177
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.10766056334081697,-0.20290360537480756,,,,,,-0.3873762921073851
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.06822523131036184,-0.2763998647966568,,,,,,-0.11101607394583307
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.06955240184714029,0.03565492949452931,,,,,,-0.26186294499902885
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.07167319769674618,-0.029068423171552338,,,,,,-0.3616258525278142
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.16593221304446326,-0.15596923373701643,,,,,,0.37315342398509455
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.1464745937324768,0.16262841033431935,,,,,,0.3063465411772583
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.06395474066136275,-0.0600895097342069,,,,,,0.08314919901061346
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.21055974833171787,0.2275136943357181,,,,,,-0.0066698339753081815
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.034787675276122254,-0.014525505124380889,,,,,,-0.612377175224923
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.21536006469654279,-0.15927067294678565,,,,,,-0.4567696256868612
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.14456450735954973,0.14826904957549636,,,,,,0.14260888242356068
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.19200430686983105,-0.4857713649828945,,,,,,-0.6454963436986306
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.012539055129509369,-0.17231321049260218,,,,,,0.16510175300721597
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.1426582197687548,0.05932011914937664,,,,,,0.06487641825321278
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.17871204893308634,0.21251457950131125,,,,,,-0.031385965701063556
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.02079583316717204,0.10255949810180898,,,,,,-0.23116870770662823
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.07722853481393732,0.04032422309917588,,,,,,0.10629354675169411
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.2781979217314714,-0.37385089544479944,,,,,,-0.1535131904046898
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.15676640583730195,-0.14034030926687246,,,,,,-0.7693002777319307
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.17321626228525838,-0.3086450419622922,,,,,,-0.12573198327065715
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.07199510531055653,0.061401589166849346,,,,,,-0.0461396749373747
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.05401805025231288,-0.15891867048405184,,,,,,0.3047049592961115
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.014567693077010335,-0.01639924783800495,,,,,,0.3604694685711147
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.24925805804680412,0.23223853548821094,,,,,,0.25010830123004135
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0578166728191265,0.02229251376260377,,,,,,0.16624816708091264
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.01566174743257731,-0.11041722846171786,,,,,,0.02262614090495374
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.1483593098634849,0.20322409155516163,,,,,,0.5897262717252351
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.06572329317348613,-0.1506509778374452,,,,,,0.5033375888758641
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.34227569113068557,-0.1331567596572839,,,,,,-0.34574690803590447
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.07590111326205029,-0.10447574250388142,,,,,,-0.44098464574621504
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.13494650484251852,0.11051831037599638,,,,,,-0.10260415779756821
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.24487614376398403,0.21342018032379034,,,,,,0.2948857907901664
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.03234909415051812,-0.11743698001882175,,,,,,-0.1143009598506265
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.07149162473297554,-0.06281824429891997,,,,,,0.5533075379553232
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.203325879600029,-0.3440908849537281,,,,,,-0.7763432531521547
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.06554900454070933,-0.1395714105422966,,,,,,-0.5681635166327385
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.1957943128621329,-0.13699111033934486,,,,,,-0.011269842499968208
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.13835562986909944,-0.32832912966935357,,,,,,0.01661616175287378
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.213196486089672,-0.1901324482570721,,,,,,-0.5839219337133308
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.26581992482164896,0.2039961649814136,,,,,,0.27496887873850007
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.0011022452830478091,-0.02547824972903101,,,,,,-0.005062651462500289
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.0025129623480352192,0.013454943361912997,,,,,,0.055183631310628534
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.09698383223550539,0.13077793471895338,,,,,,-1.4645823279126438
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.009954095820800757,0.06181268534302181,,,,,,0.3775021244597164
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.07863935520691023,-0.006352877499780085,,,,,,0.1014008405177178
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.04810490236453446,0.03203250521538986,,,,,,-0.3562089170421388
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.40090342013358926,-0.2291017981713831,,,,,,-0.042092921598000266
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.14532434051913867,0.08429029305333613,,,,,,-0.02398010663180561
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.32665050647153837,-0.399604945935639,,,,,,-0.4224823499608208
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.17598700637823428,0.1406561912044625,,,,,,0.34655876484103065
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.04401904534842416,0.02560912237375934,,,,,,-0.8556613168873788
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.26454712092695476,-0.22830762746476974,,,,,,-0.6971615869601591
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.08420187453122069,-0.016290707409650662,,,,,,0.29442715988227525
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.3465092497044089,-0.2836363139833189,,,,,,-0.7998687093648892
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.4144316757265182,-0.5029178131744191,,,,,,0.07906840572661011
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.13917273753755421,-0.16346586355907822,,,,,,-0.49961144471742847
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.13693063844666842,-0.21825832543043344,,,,,,-0.9526749773323157
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.27840378553221345,-0.2969794021707941,,,,,,-0.10439483864617605
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.1822767166727176,0.18729647219058093,,,,,,0.11094978704299813
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.27094768916233114,-0.18790246914406517,,,,,,-0.4129301434141629
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.007436647894172532,-0.028984435525681918,,,,,,0.298639978578213
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.29682828300851716,0.27834559439179674,,,,,,0.30435117516228116
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.0944813219277505,-0.20352919496005506,,,,,,-0.5086809186478687
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.12049549169181095,-0.18435937847755812,,,,,,0.058945909865004475
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0597190612183629,0.003767115508092722,,,,,,-0.14974731714539424
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.17472915630046726,0.20289311210586836,,,,,,0.3918369202308325
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.3080647766810556,0.2754857000621931,,,,,,0.4316820110260774
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.03667583153068921,-0.09064726579733073,,,,,,-0.4728785865379048
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.07003547254771991,-0.09014616003365927,,,,,,-0.26331765878842894
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.1364288322787821,-0.20802460462342376,,,,,,0.1585851085064489
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.021517719462417984,-0.1675924540725613,,,,,,0.20492927327140095
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.2087899673290975,-0.2535546011016375,,,,,,-2.2005836998351818
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.4868968694004301,-0.5533514355287525,,,,,,-0.9686823125363053
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.16789798408632217,-0.28833184164315684,,,,,,0.2849463778732557
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.17887635030479312,0.2149437705807921,,,,,,0.07231833315890845
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.23915338635227712,-0.4042348886232531,,,,,,-0.023297193138812844
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0024219489262253813,-0.07974367943621274,,,,,,0.30761298059864406
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.10715097359179526,-0.20413981098283834,,,,,,0.16475534581081458
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.1358102226396819,-0.10929495757139918,,,,,,0.0024894363833043442
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.16985464822602703,-0.3049980979696062,,,,,,-0.500116902607861
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.17954053691661787,-0.2095728718282034,,,,,,-0.16651947438034143
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.011858311766627994,-0.02034244303149435,,,,,,0.46608038139170477
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.42437097049735195,-0.5168951303682728,,,,,,-0.14025431615281836
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.05595181803235283,0.005427094472865435,,,,,,-0.09305315548594634
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.1602076688544939,-0.1548734438211924,,,,,,-0.3249908864666733
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.043666612772133795,0.07358940913232126,,,,,,0.14145642242049117
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.04599802580015866,0.04432679608484347,,,,,,0.12504501812465899
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.04514683806891773,-0.07289184507888868,,,,,,0.31483793867105164
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.33890811569425916,-0.46667153322224497,,,,,,-0.22739503864620203
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.16210158386399387,-0.05604741307621297,,,,,,0.1389371926982893
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.06250684943093165,0.01720570378626586,,,,,,-0.4683296029734657
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.046159901609410414,0.07384531872510752,,,,,,-0.31479430134581143
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.05840604096443913,0.03794065026047211,,,,,,0.27273393875722196
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.12722657614119592,0.09143780923312395,,,,,,0.005986468391214528
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.21979529837042022,-0.4049102777478357,,,,,,-1.3076265771079236
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.06732490712727612,0.04048106283223668,,,,,,0.15511082251829014
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.19827137465953826,-0.24808921577509524,,,,,,0.0005089474714906617
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.16653735032850805,0.1503424741690528,,,,,,0.25576313053225685
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.1540566209348475,-0.2339813200859424,,,,,,-0.6357890323509034
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,-0.0007133621136711232,0.010230813526375282,,,,,,-0.6723444206429963
0.05,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.061586174106085245,0.008260917751514163,,,,,,-0.2152381079431378
