alpha,dgp,statistic,n,B,repetitions,true_value,exact,percentile,basic,bca,bc,standard,smoothed,double,studentized,ttest,wilcoxon,ci_quant_param,ci_quant_nonparam,maritz-jarrett,chi_sq,ci_corr_pearson,double-std
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.2807615811972228,,,,,,,,,-0.46685530490634003,-0.4438492571480891,,,,,,-2.172341069969486
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.8831545269210223,,,,,,,,,0.9439391872547822,1.085398599007951,,,,,,0.8028665627028388
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.431928064122447,,,,,,,,,-0.23697018259923736,-0.16743550129910456,,,,,,-0.5982834960669028
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.024634871392227864,,,,,,,,,0.007706461424237698,-0.11109951903042559,,,,,,0.14118354398572885
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.4288805227761696,,,,,,,,,0.41705592524143853,0.48716035253823786,,,,,,0.04465044803862128
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.26978870988830606,,,,,,,,,0.28424838377717543,0.31142684581156377,,,,,,0.055057102930667734
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.24228582025654244,,,,,,,,,0.19886393958165832,0.1769877695452302,,,,,,0.2893581907624597
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.46938584207394496,,,,,,,,,-0.3022278500012221,-0.22917718200408818,,,,,,-0.44758823014680105
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.13232258691531462,,,,,,,,,0.24058406139874441,0.21912532407443897,,,,,,0.3285784321210327
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.1283620694266826,,,,,,,,,0.21723000986697488,0.1564287586192672,,,,,,0.37304101870051204
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.2604329332582334,,,,,,,,,-0.1443054419841821,-0.004014852242873818,,,,,,0.1272009806561757
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.49796104803273233,,,,,,,,,-0.392088642350947,-0.29027375588441223,,,,,,-0.5040326769171791
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.8685364510636099,,,,,,,,,-0.7788818767476882,-0.7009557309635527,,,,,,-0.6212287334193193
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.7183996124133751,,,,,,,,,-0.4286252583067181,-0.4192980592080816,,,,,,-0.38686852815038525
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.15019251304621006,,,,,,,,,0.007795059563052542,-0.11169537569239736,,,,,,0.2821563548806586
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.09790015529583743,,,,,,,,,-0.03406596556442451,0.1423244461219953,,,,,,-0.3193949642278818
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.03344847673463025,,,,,,,,,-0.2920149848071152,-0.3388175231644168,,,,,,-0.011209516509812778
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.18931232456986785,,,,,,,,,-0.182395660473387,-0.09877424253920683,,,,,,-0.662819290261407
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.1976913795562344,,,,,,,,,-0.16981172520516874,-0.2544699191864754,,,,,,-0.2617107777881771
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.28159583353639095,,,,,,,,,-0.25292363864096395,-0.31182070003050033,,,,,,-1.1974380503732192
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.1102503710966944,,,,,,,,,-1.1631513272780196,-1.290732014344087,,,,,,-1.0547095464010534
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.0029343404505946,,,,,,,,,-0.8216193774317765,-0.6981791706923365,,,,,,-0.4954518198684722
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.383469439030947,,,,,,,,,-0.3347619217094607,-0.11305194927629686,,,,,,-0.6412901094289274
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.6382191694395232,,,,,,,,,0.7801189232651947,0.8537133993594906,,,,,,0.5923237261230845
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.695506299737158,,,,,,,,,-0.5285523442905351,-0.42049720069550517,,,,,,
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.23155021270614623,,,,,,,,,-0.16736750452249122,-0.20637294367800757,,,,,,0.2194544807024379
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.07034507311132837,,,,,,,,,0.2964296877287528,0.2576955156782407,,,,,,0.3545037127557714
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.1749018747898453,,,,,,,,,0.14033184863266412,0.2682186025472454,,,,,,0.08317537342632575
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.6808796027935275,,,,,,,,,-0.8997460826797232,-0.49446322156324307,,,,,,-0.3580904284798436
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9632838588441668,,,,,,,,,-1.0108107770857564,-0.9432150149103458,,,,,,
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.47859986825028483,,,,,,,,,-0.292316039123006,-0.27112102933113447,,,,,,-0.3001414110372914
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.6822287509815245,,,,,,,,,-0.6072854875184295,-0.6599608936269499,,,,,,
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.022927755403204575,,,,,,,,,-0.047955364600508754,-0.09330922724271062,,,,,,0.3673271857084063
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.49493610218868356,,,,,,,,,-0.3736728406244206,-0.24223627210438248,,,,,,-0.43209750176210704
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.7990900041159046,,,,,,,,,-2.006913741768624,-1.9188541323987123,,,,,,-2.049084620916789
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.2443084886128869,,,,,,,,,-0.18056734510148115,-0.13610333583819034,,,,,,-1.0743323067523867
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.250094958169278,,,,,,,,,-1.267646656413682,-1.1561694938854283,,,,,,-0.964093255674236
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.5749806205931973,,,,,,,,,-0.45067574952479844,-0.4024184806851818,,,,,,-0.4086789321934675
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.8006965332691224,,,,,,,,,1.037670669044832,0.9985108616730851,,,,,,1.019992902573375
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.1258957551748743,,,,,,,,,-0.04788292025727561,-0.12706384011339616,,,,,,-0.009079812842803903
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.210175632022792,,,,,,,,,-0.18522030961970365,-0.3288608769496654,,,,,,-0.24128519708827081
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.39532716853664707,,,,,,,,,0.3700133110650712,0.3194871611136377,,,,,,0.36950142816020287
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.03231038418399934,,,,,,,,,0.15395088985979774,0.16914173518744754,,,,,,0.2187810255622909
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.3689635777117475,,,,,,,,,-0.3778905405045098,-0.31523095033936704,,,,,,-0.6747257454890232
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.7579047351671366,,,,,,,,,-0.5736758827122763,-0.4775680608095931,,,,,,-0.3298696582564372
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.8181792215740721,,,,,,,,,-0.7407875099172831,-0.5381803101381218,,,,,,
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.19209106550701543,,,,,,,,,-0.23241655186641558,-0.1526942893949383,,,,,,0.6279606960333891
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.5736699673008354,,,,,,,,,-0.46380995947471937,-0.45433535754769694,,,,,,-0.8551484118101844
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.5007581923739808,,,,,,,,,-0.47815279069779315,-0.5813723422650395,,,,,,-0.711456147957175
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9871501088830452,,,,,,,,,-0.8962661512962236,-0.7555453364208661,,,,,,-0.7519789649964997
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.2798330039694492,,,,,,,,,-0.9895090272924006,-0.9785327571159006,,,,,,-0.9497819677648536
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9025077056256798,,,,,,,,,-1.012406076563972,-0.8703302790237608,,,,,,-1.1463151759402277
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.3640783256042526,,,,,,,,,-0.2674379234735296,-0.19724668495191275,,,,,,-0.1575576250790221
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9423701015374354,,,,,,,,,-0.8616863434041626,-0.8350208807847027,,,,,,-0.8646781742187291
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.4958580745078326,,,,,,,,,-0.37421863517663584,-0.34593132089949163,,,,,,-1.4310330393675341
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.0354530305369778,,,,,,,,,-0.973976192676168,-0.8473129710364785,,,,,,-1.1126041018666577
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.05764689822727814,,,,,,,,,0.0027620322135148423,0.16393601731402307,,,,,,-1.4410077606664313
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.38205451108331334,,,,,,,,,0.49010866865921976,0.5634207119267296,,,,,,0.46687548930966705
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.057287310782008716,,,,,,,,,0.031368799962893795,0.12552798111554628,,,,,,-0.15207391467576495
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.8807338470864411,,,,,,,,,-0.734213091417882,-0.7077720155438156,,,,,,-0.6778845475327617
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.652853847472377,,,,,,,,,-0.712110470175476,-0.8675695809431679,,,,,,-0.3610098892100883
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.8201636234774464,,,,,,,,,-1.1881238327516108,-1.168843897436478,,,,,,-3.387925920741177
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.33190546653749314,,,,,,,,,-0.18874247455549475,-0.24335622786725306,,,,,,-0.2078177897992731
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.5866568953438906,,,,,,,,,-0.4958831895906358,-0.4942606097273241,,,,,,-0.8460083005678215
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.088557259466781,,,,,,,,,-0.2891424418361808,-0.016787552708876108,,,,,,0.14146698121005666
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.1812495055433524,,,,,,,,,-0.037859947285257656,0.15143548125944833,,,,,,0.191246677885135
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.6550322468256684,,,,,,,,,-0.4901317954968837,-0.4372052612357874,,,,,,-0.3828035462371074
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9425373830927228,,,,,,,,,-0.8708876766611865,-0.8273648200010529,,,,,,-0.7867387234151673
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9589691774999649,,,,,,,,,-1.0934011168459576,-1.0913496781912075,,,,,,-2.679338293549768
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.5238051926589463,,,,,,,,,0.5402597338222322,0.5682347484016639,,,,,,0.2793289374555591
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.6697529611747729,,,,,,,,,-0.8147615688077671,-0.8309347856302003,,,,,,-0.4069986952021694
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.18883432417908985,,,,,,,,,0.24860142636893479,0.21253937758453073,,,,,,-0.3556546392764717
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.5121464272867395,,,,,,,,,0.507529636247568,0.6826302934844681,,,,,,0.6128172178044369
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.027188663342704367,,,,,,,,,0.10633285683014809,0.15209968594891712,,,,,,0.053834969452558834
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.2842114333250646,,,,,,,,,-0.2198911710775544,-0.2999202435419822,,,,,,0.017186047991632147
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.1778178915371784,,,,,,,,,-1.0448333849783162,-1.1246841630848425,,,,,,-0.9468841704353798
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9285603943439018,,,,,,,,,-0.818393150321511,-0.7751472042817484,,,,,,-0.987352399481498
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.615141671836548,,,,,,,,,-1.6702157849501056,-1.3530089452246943,,,,,,-3.4172430937897995
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.003965172996312494,,,,,,,,,0.14750330338280307,0.11622389437284136,,,,,,-0.24932900540556674
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.5737651794297188,,,,,,,,,0.4892373859297555,0.6643979789340342,,,,,,
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9484909695987164,,,,,,,,,-1.0136972751229893,-0.9413963076835795,,,,,,-1.5196213402841745
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.504837759224369,,,,,,,,,-0.2891459884899205,-0.23486084503546079,,,,,,-0.4964058651548313
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.08123618227647766,,,,,,,,,0.09175502749685505,0.02082539632983571,,,,,,-1.8398610638147925
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.06179676503869913,,,,,,,,,0.02972812596435287,-0.11633160197887848,,,,,,-0.1889658647412069
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.39660694606779145,,,,,,,,,-0.4710582772189998,-0.48721317628278715,,,,,,-0.539068527732105
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.996500613410352,,,,,,,,,-0.7688790734078133,-0.7936901563885697,,,,,,-0.7650627534077318
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.23410041951480576,,,,,,,,,0.15706683581901743,0.35414294478860486,,,,,,-0.6298936604852098
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.5680451889864323,,,,,,,,,0.2996190025015969,0.4984817490983192,,,,,,-1.2380188197998536
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.621226489084267,,,,,,,,,-1.4598757602679364,-1.4096829481783628,,,,,,-1.4754685743202673
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.36944559171488195,,,,,,,,,-0.4410147216625475,-0.3087576768161393,,,,,,-0.7559263217301432
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.44479342575602954,,,,,,,,,-0.5408449695242767,-0.7412475484094856,,,,,,-0.7276314649720873
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.24699756152419888,,,,,,,,,-0.359343253892432,-0.3240336845625291,,,,,,-1.267957597009198
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.22736134323685298,,,,,,,,,-0.019558166331903187,0.09118255894361404,,,,,,0.16413400972571132
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.36412776348799747,,,,,,,,,-0.3859806725134065,-0.27063045866775837,,,,,,-0.36313115962636955
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.4235287250752101,,,,,,,,,-0.30903556129241094,-0.3520264204713905,,,,,,-0.16214507149338536
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.08721894031806998,,,,,,,,,0.0460428425288219,-0.041575603193891114,,,,,,0.0237502070502483
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.5325627879988324,,,,,,,,,-1.5962180893794198,-1.5317781976209632,,,,,,-1.3822233169530405
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.13451418285113972,,,,,,,,,-0.08254374427164443,0.11024986046540872,,,,,,0.019680762532246897
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.7677709434470081,,,,,,,,,-0.802947372444761,-0.727159019433689,,,,,,-0.7002446519147084
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.2989290903727949,,,,,,,,,0.30802580572525373,0.5147136970318877,,,,,,0.6569585745200116
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.3206774864478158,,,,,,,,,-0.32371883794360246,-0.28333689041040544,,,,,,-0.8048101357632512
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9002838152020787,,,,,,,,,-0.7686423826519106,-0.6923591470297649,,,,,,-1.0094282486591417
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9623122622093483,,,,,,,,,-0.9751705556829676,-0.7276248998053445,,,,,,-0.6141190815334927
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.19229614753506127,,,,,,,,,0.04954147382826736,0.07160019495020001,,,,,,0.022090127265599516
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.023638258639456178,,,,,,,,,0.08237156371849241,0.08254424975872757,,,,,,-0.014009483603455719
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.7177283569826854,,,,,,,,,-0.652049948006216,-0.7314257848682416,,,,,,
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.1739270279828679,,,,,,,,,-0.24106159379816627,-0.030962300919234135,,,,,,-0.6902375098286834
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.33050764404622635,,,,,,,,,-0.25560636766770917,-0.30645801437400755,,,,,,-0.40872526231727957
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.3543455334520886,,,,,,,,,-0.5104094790739011,-0.27726739580801696,,,,,,0.02372605440439212
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9665382612588023,,,,,,,,,-0.9855588320037728,-0.9387309093624644,,,,,,-0.819068984443871
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.072284789409442,,,,,,,,,-1.0853917919824063,-0.8967415318070657,,,,,,-1.1804872600727874
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.5092733565164642,,,,,,,,,-1.5710380091554526,-1.6408651875846467,,,,,,-1.8484502551161475
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.5985666431596608,,,,,,,,,-0.5471227611388628,-0.385319507067356,,,,,,-0.5615882498867085
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.0793712579539384,,,,,,,,,-0.020331214732383918,-0.1511368564931799,,,,,,0.1433622570828995
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.47677525876144744,,,,,,,,,0.41228128553691923,0.4836639119042862,,,,,,0.46593294410129293
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.03026325426352705,,,,,,,,,0.22407210533947694,0.19898468993630264,,,,,,-0.8094593247283784
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.43567225670076204,,,,,,,,,-0.6229050670538594,-0.8375331025149739,,,,,,-0.14031801585194587
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.8726815418614807,,,,,,,,,-1.1062767747567483,-1.0391570536711323,,,,,,-1.014481228106545
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.5714031543513242,,,,,,,,,0.5291634845813235,0.6968726347162124,,,,,,0.7866746702595844
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.2107567837582388,,,,,,,,,0.26163166583100445,0.3132072371029641,,,,,,-0.028500781899637673
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.3705554479132225,,,,,,,,,-0.4733613982006831,-0.17128725275001927,,,,,,-0.362023463777058
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.4731339089937412,,,,,,,,,0.7001347683541287,0.7134091157098128,,,,,,0.9241454704267631
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9234847002427757,,,,,,,,,-0.9315464003699887,-0.7030149643942536,,,,,,-1.331164737468956
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.15251393675046193,,,,,,,,,0.02907062515991854,-0.08344540274830231,,,,,,0.13618875608465442
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.346500163310862,,,,,,,,,-1.498913956338084,-1.4231577106523197,,,,,,-1.8277076267348487
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.623091525715942,,,,,,,,,-0.44390468353842644,-0.46380977776133336,,,,,,-0.474038676544452
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.6054716521287893,,,,,,,,,-0.6004570186449019,-0.5195700192768006,,,,,,-0.18512265670900288
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.18781924752208057,,,,,,,,,-0.12073389587637617,-0.09468011329461551,,,,,,-0.8207589640665375
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.3522758575408349,,,,,,,,,0.2833554628393146,0.5000779839566551,,,,,,0.11942874993720465
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.5672290605411012,,,,,,,,,-0.45369204612162267,-0.3085521277720226,,,,,,-0.31514122923518845
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.2533201938926691,,,,,,,,,-0.3181018024440167,-0.4447179502576828,,,,,,-0.1160810740284943
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9667167187786209,,,,,,,,,-0.7272208782057326,-0.7281966077895974,,,,,,
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.8388983539692886,,,,,,,,,-0.7532686944546716,-0.7451192387008657,,,,,,
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.23070501266852506,,,,,,,,,-0.2845333563962947,-0.4012922965314023,,,,,,-0.023472506331712994
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.21352825342447423,,,,,,,,,0.39619062989917375,0.48664625410346923,,,,,,0.2451392970035156
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.8696876724657522,,,,,,,,,1.0062378238887058,1.056136035501619,,,,,,0.6478137624747706
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.2578050325030694,,,,,,,,,-0.20191633337203307,-0.14741270475935303,,,,,,0.0821693921150311
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.15870339734824324,,,,,,,,,0.2409171886787308,0.2657999162785266,,,,,,0.6680180928025694
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.2772211131510032,,,,,,,,,-1.054464202921387,-1.06415377738986,,,,,,-1.1456366014303314
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.17688136476003868,,,,,,,,,0.19168743715216952,0.38233038270806446,,,,,,-0.6892495967501786
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.10184822012780603,,,,,,,,,0.12086128790846884,0.12023138170719316,,,,,,-1.3750487503306212
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.08920542124196029,,,,,,,,,-0.3816682273523384,-0.20378740273689017,,,,,,-0.9734553862584934
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.3042740995986488,,,,,,,,,-1.5861519137590965,-1.6804842205988986,,,,,,
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.45181481477053764,,,,,,,,,0.5665754578509824,0.6451188800951322,,,,,,0.19677419588756662
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.2771647041142987,,,,,,,,,0.37547759889237275,0.5397358971277927,,,,,,0.13472099235335144
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.5166873613095437,,,,,,,,,-0.46718875746033595,-0.5322773326429135,,,,,,
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.07477602518951487,,,,,,,,,-0.3610832604707237,-0.057866036375754715,,,,,,-0.41404445723205374
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.25219207688578354,,,,,,,,,0.005340218368262956,0.018414147063596065,,,,,,-0.11355952150059284
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.7446506212872634,,,,,,,,,-0.6765261582041175,-0.6289779583353017,,,,,,-0.48724976395887715
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.01843962539645394,,,,,,,,,-0.024332551134765013,0.12466939336335969,,,,,,-0.12552664991956464
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.9322998032340647,,,,,,,,,-0.8256186941944147,-0.8770292081772671,,,,,,-0.8956162028840067
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.06410206045875261,,,,,,,,,0.08862699351470735,0.17365329544177457,,,,,,0.18651664774825122
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.33723639955417006,,,,,,,,,0.4809071625823248,0.57614460296299,,,,,,0.2906260600622106
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.4328216280598627,,,,,,,,,-0.709954404561461,-0.8592114399200896,,,,,,-0.5292999557743792
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.285271303785229,,,,,,,,,-0.29320652394311875,-0.2266460518550366,,,,,,-1.1797641429355517
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.3618256039549148,,,,,,,,,-0.2609132911930289,-0.13343933121462395,,,,,,-0.38767827752743744
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.4535330411129394,,,,,,,,,-0.5098144058792513,-0.4692581671750684,,,,,,-3.813669552995857
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.5311162294969582,,,,,,,,,-0.8799569396665994,-0.22887742841252257,,,,,,-4.091083170994067
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.2853442813627312,,,,,,,,,-1.350798875798159,-1.4683659073176605,,,,,,-1.0097422486864311
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.7050551015438442,,,,,,,,,-0.6680642252422219,-0.5929163379053628,,,,,,-0.5744716070653296
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.3632626926614648,,,,,,,,,0.39442681238054444,0.3013456825771949,,,,,,0.14341834423040167
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.943416016884314,,,,,,,,,-0.8173384734909326,-0.7899731556317982,,,,,,-0.9558748709762297
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.44974959581307067,,,,,,,,,-0.3595049663192652,-0.25931117384126023,,,,,,-0.2071253886072147
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.2780239975971526,,,,,,,,,-1.428419398104071,-1.3434832412326954,,,,,,-1.2829363146650574
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.2861170882973003,,,,,,,,,0.5323701715328962,0.5522384619645442,,,,,,0.4777594707446081
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.00391195655349913,,,,,,,,,-0.06799650552985997,-0.016603691823801572,,,,,,-0.09202517562522355
0.25,DGPNorm_0_1,mean,4,10,1000,0,0.30901768311842903,,,,,,,,,0.23604350244656663,0.37917731362573076,,,,,,0.5771235019790485
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.4784783962699537,,,,,,,,,-1.2639799373153286,-1.212763470598226,,,,,,-1.3015156802416412
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.366410747427968,,,,,,,,,-1.2364159906516288,-1.2763590623357044,,,,,,-1.2973130401480013
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.4652128966903706,,,,,,,,,-0.49788824104023643,-0.6189149274975989,,,,,,-4.837382017303986
0.25,DGPNorm_0_1,mean,4,10,1000,0,-1.2450620838474797,,,,,,,,,-1.3351382980491984,-1.159411527300952,,,,,,
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.19354367275488626,,,,,,,,,-0.28463209100964726,0.010767067428633955,,,,,,-0.3744240241674995
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.4037530177222429,,,,,,,,,-0.43933988159776705,-0.5425972223531029,,,,,,-0.10429629747568284
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.38566382731562254,,,,,,,,,-0.26448425339697956,-0.1978691576514761,,,,,,-0.2349676983695586
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.7948644940936176,,,,,,,,,-0.8694117873087088,-0.849811031222343,,,,,,-0.9939232220370124
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.49128089517615914,,,,,,,,,-0.8220686558882649,-0.4145398983085766,,,,,,-0.5677859707909457
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.5554202323703921,,,,,,,,,-0.6645412050775014,-0.3495887050282681,,,,,,-0.9893390519476591
0.25,DGPNorm_0_1,mean,4,10,1000,0,-0.353916151935635,,,,,,,,,-0.4313681756626533,-0.35038097190777484,,,,,,-0.2385714284562679
