dgp,statistic,n,B,repetitions,percentile,basic,bca,bc,standard,smoothed,double,studentized,ttest,wilcoxon,ci_quant_param,ci_quant_nonparam,maritz-jarrett,chi_sq,ci_corr_pearson,double-std
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.010970354080200195,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.011967897415161133,,,,,,0.0
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967897415161133,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967897415161133,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012966156005859375,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967897415161133,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.010970592498779297,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.010970354080200195,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997781753540039,0.011003732681274414,,,,,,0.0009980201721191406
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.010970354080200195,,,,,,0.0009963512420654297
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011968374252319336,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012965679168701172,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0010309219360351562,0.010936975479125977,,,,,,0.0009982585906982422
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01096963882446289,,,,,,0.0019953250885009766
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.010625362396240234,,,,,,0.0010292530059814453
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967658996582031,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000989675521850586,0.01557302474975586,,,,,,0.0009713172912597656
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011993169784545898,,,,,,0.001001596450805664
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01193857192993164,,,,,,0.0010271072387695312
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.015927553176879883,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012964963912963867,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997781753540039,0.012965679168701172,,,,,,0.0009965896606445312
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011965751647949219,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012964963912963867,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012144327163696289,,,,,,0.0008208751678466797
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.011967897415161133,,,,,,0.0
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962745666503906,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967897415161133,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.00099945068359375,0.011967897415161133,,,,,,0.0009953975677490234
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013998985290527344,,,,,,0.0009963512420654297
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.015921592712402344,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009980201721191406,0.012966632843017578,,,,,,0.0009965896606445312
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.014961957931518555,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.016985177993774414,,,,,,0.0019626617431640625
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.016988754272460938,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012931346893310547,,,,,,0.0010347366333007812
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.016914844512939453,,,,,,0.0010340213775634766
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012931108474731445,,,,,,0.0009961128234863281
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000965118408203125,0.015991687774658203,,,,,,0.0010311603546142578
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012954950332641602,,,,,,0.0009708404541015625
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.012003660202026367,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011968135833740234,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967182159423828,,,,,,0.0009629726409912109
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012002944946289062,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01196742057800293,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009980201721191406,0.01196742057800293,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0010001659393310547,0.010968923568725586,,,,,,0.0009968280792236328
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011934280395507812,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01296544075012207,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962268829345703,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012998819351196289,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011968374252319336,,,,,,0.0
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011968612670898438,,,,,,0.0009639263153076172
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.011967658996582031,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01196742057800293,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009970664978027344,0.011968135833740234,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011968374252319336,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012965679168701172,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011966943740844727,,,,,,0.0009980201721191406
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01296544075012207,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009965896606445312,0.012964487075805664,,,,,,0.0009982585906982422
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.011967897415161133,,,,,,0.0
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997781753540039,0.010968923568725586,,,,,,0.0
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012964725494384766,,,,,,0.0009980201721191406
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.015959501266479492,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01196742057800293,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962745666503906,,,,,,0.0009953975677490234
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.014960765838623047,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967897415161133,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.014958620071411133,,,,,,0.0009968280792236328
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012967586517333984,,,,,,0.0009958744049072266
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012967109680175781,,,,,,0.0009953975677490234
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.0139617919921875,,,,,,0.0009989738464355469
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013000249862670898,,,,,,0.0009622573852539062
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009968280792236328,0.013000249862670898,,,,,,0.0009627342224121094
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012998580932617188,,,,,,0.0009963512420654297
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012958526611328125,,,,,,0.00099945068359375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009970664978027344,0.012936830520629883,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01795220375061035,,,,,,0.0009987354278564453
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009613037109375,0.013000726699829102,,,,,,0.0010297298431396484
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.014929056167602539,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.00099945068359375,0.012963533401489258,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009984970092773438,0.011965751647949219,,,,,,0.0009965896606445312
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962745666503906,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012965917587280273,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.01296544075012207,,,,,,0.0010633468627929688
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012935638427734375,,,,,,0.0009603500366210938
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013998746871948242,,,,,,0.0009949207305908203
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012958288192749023,,,,,,0.0010073184967041016
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.014924287796020508,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009970664978027344,0.012045621871948242,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012002706527709961,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011970996856689453,,,,,,0.0
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.013927698135375977,,,,,,0.0
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009996891021728516,0.014992713928222656,,,,,,0.0010116100311279297
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009982585906982422,0.012947797775268555,,,,,,0.0009968280792236328
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012966156005859375,,,,,,0.0009987354278564453
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012932538986206055,,,,,,0.001032114028930664
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009970664978027344,0.01096963882446289,,,,,,0.0009636878967285156
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997781753540039,0.012002229690551758,,,,,,0.0
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012928247451782227,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011968135833740234,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967897415161133,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011968135833740234,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.010970592498779297,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967897415161133,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967658996582031,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.010970830917358398,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01296544075012207,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0010745525360107422,0.011967897415161133,,,,,,0.0009601116180419922
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009982585906982422,0.014922380447387695,,,,,,0.0009965896606445312
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01196742057800293,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997781753540039,0.010970354080200195,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967897415161133,,,,,,0.0009980201721191406
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.016955137252807617,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009610652923583984,0.012003898620605469,,,,,,0.0010366439819335938
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009980201721191406,0.011002063751220703,,,,,,0.0
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009963512420654297,0.012932777404785156,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000965118408203125,0.013995647430419922,,,,,,0.000995635986328125
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012999534606933594,,,,,,0.0009980201721191406
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.001032114028930664,0.011932849884033203,,,,,,0.0009984970092773438
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009970664978027344,0.010969400405883789,,,,,,0.0
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.01196908950805664,,,,,,0.0009965896606445312
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009982585906982422,0.012929439544677734,,,,,,0.0009965896606445312
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967658996582031,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967658996582031,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.011968135833740234,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.010970592498779297,,,,,,0.0
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967897415161133,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967658996582031,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011968135833740234,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.011967897415161133,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.012964963912963867,,,,,,0.0010006427764892578
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.014959573745727539,,,,,,0.0009968280792236328
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0010857582092285156,0.013963699340820312,,,,,,0.001049041748046875
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.014933347702026367,,,,,,0.00099945068359375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009932518005371094,0.022943496704101562,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.027922630310058594,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.021941184997558594,,,,,,0.0009982585906982422
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.015956640243530273,,,,,,0.0009999275207519531
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01495981216430664,,,,,,0.001994609832763672
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0010001659393310547,0.017949581146240234,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009970664978027344,0.017949581146240234,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.015959978103637695,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.026928186416625977,,,,,,0.0019948482513427734
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009784698486328125,0.01597762107849121,,,,,,0.0009963512420654297
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.025929689407348633,,,,,,0.0009965896606445312
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.026928186416625977,,,,,,0.001993417739868164
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.025932788848876953,,,,,,0.001994609832763672
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.001004934310913086,0.022938251495361328,,,,,,0.0019860267639160156
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997781753540039,0.024932146072387695,,,,,,0.001996755599975586
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009965896606445312,0.019945383071899414,,,,,,0.0019948482513427734
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.03889822959899902,,,,,,0.0009982585906982422
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997781753540039,0.017950773239135742,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009968280792236328,0.01795196533203125,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.015954971313476562,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.201462984085083,,,,,,0.015957117080688477
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997781753540039,0.030918359756469727,,,,,,0.0019927024841308594
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009963512420654297,0.028923988342285156,,,,,,0.001995563507080078
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009965896606445312,0.02393651008605957,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.024932861328125,,,,,,0.0019943714141845703
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997781753540039,0.019945621490478516,,,,,,0.0009968280792236328
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009968280792236328,0.026929378509521484,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.01695418357849121,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009949207305908203,0.0159604549407959,,,,,,0.0009968280792236328
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009984970092773438,0.01994776725769043,,,,,,0.0009963512420654297
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.015956640243530273,,,,,,0.0021080970764160156
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01584625244140625,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.017951488494873047,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01795172691345215,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.015957355499267578,,,,,,0.0009987354278564453
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009980201721191406,0.015955448150634766,,,,,,0.0009968280792236328
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.019947528839111328,,,,,,0.0019922256469726562
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.021943330764770508,,,,,,0.0009968280792236328
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.015957355499267578,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.015957117080688477,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.015955448150634766,,,,,,0.0009984970092773438
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.0169525146484375,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01496124267578125,,,,,,0.0009965896606445312
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009980201721191406,0.01595926284790039,,,,,,0.001993417739868164
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009987354278564453,0.022938013076782227,,,,,,0.001995563507080078
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0010027885437011719,0.02097320556640625,,,,,,0.000993967056274414
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.02090907096862793,,,,,,0.001995086669921875
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009980201721191406,0.018949270248413086,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.018948793411254883,,,,,,0.0009980201721191406
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.017951488494873047,,,,,,0.001995086669921875
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997781753540039,0.017952680587768555,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962030410766602,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962507247924805,,,,,,0.0009980201721191406
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962030410766602,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013960599899291992,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01495981216430664,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009970664978027344,0.013962745666503906,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.016954898834228516,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.016954660415649414,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.014959573745727539,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009968280792236328,0.012965202331542969,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.013962745666503906,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009980201721191406,0.020943641662597656,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.021940231323242188,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.02094411849975586,,,,,,0.001994609832763672
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009980201721191406,0.012965202331542969,,,,,,0.0009965896606445312
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.014960050582885742,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009980201721191406,0.013962030410766602,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.01296687126159668,,,,,,0.0009968280792236328
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962984085083008,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009970664978027344,0.014960050582885742,,,,,,0.001995086669921875
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.015992164611816406,,,,,,0.0009968280792236328
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013929367065429688,,,,,,0.001992464065551758
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.0189511775970459,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01396322250366211,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962030410766602,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.01296544075012207,,,,,,0.0009982585906982422
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962030410766602,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997304916381836,0.013960599899291992,,,,,,0.0009965896606445312
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013965845108032227,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.000997781753540039,0.012964010238647461,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962984085083008,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009984970092773438,0.013962507247924805,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.0139617919921875,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962745666503906,,,,,,0.0009980201721191406
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962030410766602,,,,,,0.001992464065551758
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962507247924805,,,,,,0.0009980201721191406
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962507247924805,,,,,,0.0009970664978027344
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962507247924805,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.019981861114501953,,,,,,0.0009648799896240234
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009961128234863281,0.012967348098754883,,,,,,0.0009968280792236328
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.015014886856079102,,,,,,0.0009429454803466797
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013960838317871094,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.012964487075805664,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009975433349609375,0.012964963912963867,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.016954421997070312,,,,,,0.0019953250885009766
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009970664978027344,0.014959573745727539,,,,,,0.0009975433349609375
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0,0.013962268829345703,,,,,,0.000997781753540039
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009884834289550781,0.014005422592163086,,,,,,0.000997304916381836
DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.0009980201721191406,0.014928340911865234,,,,,,0.0009968280792236328
