CI,dgp,statistic,n,B,repetitions,percentile,basic,bca,bc,standard,smoothed,double,studentized,ttest,wilcoxon,ci_quant_param,ci_quant_nonparam,maritz-jarrett,chi_sq,ci_corr_pearson,double-std
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.249487178565899,1.3913184011366688,,,,,,3.9590360534855416
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.9170086528992742,1.0349140349686723,,,,,,1.0039897322467408
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.6416988270290278,1.7420325635476148,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.9418167931185639,1.1313717537634105,,,,,,0.7958660713536144
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.2252577554668904,1.4721548465351006,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.4450326750779103,2.537569782400693,,,,,,1.2712122436099582
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.399145392667414,4.021177331992193,,,,,,3.7241716498101205
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4857220169691085,1.5421988657232197,,,,,,0.4460867210430669
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.8827734407166259,1.035160201913783,,,,,,0.8825863376662659
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.700927434087573,1.7390351180584056,,,,,,1.7453140336246293
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.1249732328024,2.2310967942035163,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.052866636037408,3.209643998127995,,,,,,11.99456536511546
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.7999540936603189,0.9090692626149998,,,,,,1.523411077275634
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.2572931959567453,2.427148459083446,,,,,,1.722808772674969
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.0407011393173042,0.951749664031165,,,,,,0.5385104170303805
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.0213187660748915,2.305623122593037,,,,,,1.5333706751263856
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.810562941640327,0.9136369934606842,,,,,,1.670899530027966
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.2027670162590685,2.3470896979544746,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.4048484922153035,0.45297843211613503,,,,,,0.6556393290353562
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.9910476421075397,1.0742485373885116,,,,,,1.2641231530628068
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.7660360321609565,1.8693089904473708,,,,,,9.367784677377617
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.7510592111865733,1.8478898674609212,,,,,,7.251201851318928
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.9742059632288456,4.486506870628015,,,,,,7.220497155762226
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.5254318401194016,1.580183260130085,,,,,,1.023421781491908
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4414684639091104,1.433384417703852,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.8316254491632802,2.0867349625395675,,,,,,1.809294111186697
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.2231830000676012,1.3393352836761088,,,,,,0.713628438428767
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.4196955498816424,3.387506424961023,,,,,,22.375155084307444
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.6140819865320877,1.859848494115429,,,,,,1.9926574842385525
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.6626807882578643,2.927333962861132,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.844079589535349,3.205580163702078,,,,,,2.620473021185151
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.8429686801407918,1.0129363500079793,,,,,,0.6290475206094679
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.33221570951733,3.747881674047916,,,,,,6.642829020971206
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.38748577308018,2.8354370767578643,,,,,,1.591991882100737
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.902053672442237,0.9114272446072584,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.8951187823568689,1.0337258756990837,,,,,,1.7873138166491402
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.0518797424900646,2.375778669573877,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.3230084890680527,1.4677364852433687,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.064093939392064,3.4576881538917617,,,,,,4.544628772985995
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.3864172122444085,2.438589955074892,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.5462562691026965,0.5783203559342038,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.6777127439938067,1.734130824591741,,,,,,3.068372400609659
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.582533596737791,1.6664208157427662,,,,,,1.5050534384472614
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.3078829012992697,1.2136249413943858,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.7939446506723598,4.04704227072807,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.7148725694938802,1.709432214707721,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.7485273307927918,0.8651288318565311,,,,,,0.9346095150431186
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.1786920526032323,2.5381816504205394,,,,,,3.3045634784822204
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4979903610445016,1.6800737309698413,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.1718379720459042,1.1992093281826024,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.1475966180792874,2.4139477561960554,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.9276262291216057,1.8792141249027816,,,,,,3.6096380238417503
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.9557502484758391,2.313530733794207,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.430539919266093,2.797323134447494,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.1898062938367637,2.520135251159452,,,,,,4.188104245480265
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.0581973969165643,2.438309259429224,,,,,,1.6374946241455648
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.67452095827087,1.8419486800856024,,,,,,1.6421984448226004
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.4372911164619473,2.3118265149823505,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.8182665498195238,0.9338131885709111,,,,,,1.2430037969145558
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.2671749236439653,1.3008267558011453,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.8105764440725576,3.3751078230216454,,,,,,4.056117992463519
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4877173945091446,1.5399637573565421,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.9640417988196277,1.050738245734575,,,,,,0.9906506292742732
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.212870718823106,2.3227465508248595,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.3520643300269364,1.480517983343802,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.0127844756903652,2.153016693007012,,,,,,1.8241896150533936
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.3709851754534912,1.4256071941960582,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4336526505038742,1.5619052610861417,,,,,,5.391747319793939
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.683273169765206,0.8112560254854095,,,,,,0.6930218730379248
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.283493698173405,3.608491487867404,,,,,,12.311174926690096
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.2298390518337072,1.46186073036134,,,,,,1.6024046644284846
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.7853094128373797,3.03237512491003,,,,,,3.510609937919411
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.0793528188007895,2.137457457331567,,,,,,2.3122254600018075
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.9973099951824551,2.374659634179475,,,,,,1.7529478727188361
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.8764089907831621,1.0272011228543687,,,,,,0.7290952821260035
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.7116122609263151,1.8995717306187827,,,,,,2.0303184054785084
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4493578906708704,1.7095975818187554,,,,,,1.6323047221247262
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.5188203721356088,1.7509679902017505,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.0331555370563,2.324098073965958,,,,,,1.7367993833124595
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.9831910018403658,1.1427581294057818,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.080738382205675,2.1985110350737593,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.7956318353593341,2.1310517294017095,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.3652736372484306,2.617276523479047,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.2664447798170806,1.3310200496832287,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.589360831381752,3.028179951020042,,,,,,3.199883329014217
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.8153961682384,2.038524144456733,,,,,,1.9965589222858264
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.017103884343784,2.4150762656523703,,,,,,1.9965922054848788
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.6907005996796811,2.029716434528239,,,,,,1.907310328713211
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.5672878981805476,1.8090928206812147,,,,,,1.509998189676545
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.307687696969217,2.463575067813991,,,,,,0.9916673701148857
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.8966179276260535,2.0477645264943876,,,,,,4.730456294870862
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.1816694464876027,2.2069470529395527,,,,,,4.513761599474035
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4202338865276105,1.5236520137025067,,,,,,5.692232599453769
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.1164166949002485,2.1767660285498396,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.4118912731510074,2.573934348478607,,,,,,4.5469674047852795
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.3582055943668574,3.819844729581243,,,,,,4.3952914171426
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.36806277885415,1.4772549243923714,,,,,,1.6055724961831799
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.7575419294473411,0.829678589913691,,,,,,0.7534864810661497
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.748547135121445,1.8018936781542316,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.7417796336945293,2.0471056592752457,,,,,,3.5196461305118136
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.554526502992513,1.7190707118131945,,,,,,1.8689813536618674
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.312069778430129,2.4373564737012625,,,,,,9.53831215009189
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.7200616560210578,1.978893432188086,,,,,,2.018836956215114
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.9448067461753036,3.110070779426347,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.6379923677743147,3.0096765969344927,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.2727069150441377,1.5090493817982584,,,,,,1.1233425725597503
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.497653547821919,2.597880629653968,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.1478953266420295,1.3668723359350692,,,,,,2.1478909427707538
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.959033476342157,2.2624615957446896,,,,,,3.1679943943194893
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.1213798048203176,2.027023237464099,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.589116912464397,3.846964463030095,,,,,,18.83586232744205
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.8607745042671906,0.8894909363851216,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.2118345674606341,1.4452356519511032,,,,,,1.885784651101631
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.8182407640021718,0.9789234928380717,,,,,,0.794303566443884
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.9143486283399587,2.2280849516124044,,,,,,1.8031474172992634
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.1452370853887186,2.9648086196549857,,,,,,4.292579305449374
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.3887480348752712,1.4253336349520191,,,,,,2.530789297847676
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.073971898129567,2.321874259670908,,,,,,3.2575027633891747
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.7690565934915711,0.8163900200718635,,,,,,1.1469868557881095
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.863663762092042,1.9925193944102957,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.2183916219387885,2.5739847153192383,,,,,,2.137846806699736
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.084157670368322,1.2587259134308033,,,,,,1.1847700279331872
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.6918498796873394,1.978689090029199,,,,,,2.2184959656410306
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.341852201475657,2.6836632063774126,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.8475167341472591,2.020711007806832,,,,,,2.0003123391647626
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.7696461057244333,0.8057432378769425,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.049140466643914,2.133638676344116,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.3744393094491545,1.4077048454007306,,,,,,4.209754456626207
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.2232080476674099,1.1799866792909497,,,,,,1.3515209561592298
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.34829122439677285,0.3918345094294302,,,,,,0.3266661260176412
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.1555465928529323,3.1942360067526048,,,,,,2.416637990882236
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.9079720453604396,2.164298954607102,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.5149451066501594,1.653805985303208,,,,,,2.2942742698035943
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.011800895823926,3.4053722445408385,,,,,,3.0359732553749086
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.7056885503295486,0.8179855714316275,,,,,,1.5866729317893966
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.3339926253776864,2.5958438751760653,,,,,,2.4725176317641004
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.6878046914868161,1.9842757359097078,,,,,,0.9666772093621592
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.1582704699282653,1.3693811227753903,,,,,,1.724016172762576
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.5074917311210156,2.7986489187297474,,,,,,2.4649216957412237
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.3432188636093056,1.5667694634287956,,,,,,3.31206929175097
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.1703745510360037,2.278565479652967,,,,,,3.640425390658243
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.951828827949644,2.2688611736272692,,,,,,4.233256661581388
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.6562542928470112,1.6266917900864184,,,,,,2.589937310765428
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.0818150318090525,2.1226812250233635,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4081930263766698,1.4508341591505698,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.1583262338881006,3.1940051988169498,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.5006923649106483,1.6112136582801595,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.7874754396855583,2.105670190956391,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.3710950880200494,3.370344016841161,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.7567596973076102,0.7417320438897929,,,,,,1.428568486220391
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.330668867815143,2.3180583693665326,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.72582628475132,2.949891444601593,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.5804666564589147,2.726537093888062,,,,,,8.384330447406501
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.2785325233082143,2.6272906017999222,,,,,,1.965725381543858
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.882994670314169,3.0029821667412118,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.0570499643191762,1.1189040782104605,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.3245605893298444,2.697920742331413,,,,,,4.38056082014756
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.341907147733294,2.5062523114945305,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4923523286593208,1.7550779857083494,,,,,,2.348860305126943
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.7430530641952402,0.7600775714182678,,,,,,1.4009112903318255
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.9776192508449517,1.8227537266896991,,,,,,0.9230752260691096
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.6378861660485615,3.9165086453770335,,,,,,5.7574234929839205
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.0344272481157963,2.2245697821957076,,,,,,2.7056099678079346
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.538856065930236,1.8104412628630184,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.6905415752605883,1.8686019033787185,,,,,,3.250825057009205
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.36922533400899,2.5284414576676486,,,,,,2.6465368714230495
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.532437872912548,3.0409722749987282,,,,,,3.726954053017209
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.369231915916122,2.4978126663738127,,,,,,6.8917754137190395
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4869578127944973,1.7828432746422376,,,,,,0.7860858982481558
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.3050983183323133,1.365822322099545,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.4194648563866976,2.886140426113648,,,,,,1.9072700860579617
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4634692556959537,1.6848187062038877,,,,,,2.175905794426096
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.5020005602042583,4.0271677005550535,,,,,,2.589428138328704
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.746103541858416,4.45078527649026,,,,,,2.132267895731686
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.160537067588699,2.4471958664748814,,,,,,2.914483694324666
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.046404987427144,2.2321694621880566,,,,,,1.602110502903884
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.8955569434298568,1.0351665267860812,,,,,,0.725624737060571
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.358982597294533,1.4561280039675455,,,,,,0.8778177758228616
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.2327612808770259,1.3229829496394474,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.746513685668628,3.2694351493947815,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.3147083978037606,2.236195694221254,,,,,,1.4393410157089932
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.740487291868654,1.9287114451002143,,,,,,3.079732358783864
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.9158527005032258,2.1076233276098777,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,3.048362308596486,3.5277560822480503,,,,,,3.4517344628237967
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.4815930340163348,0.5272454221219274,,,,,,0.8494490295472186
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.349527159507037,2.6969845686254548,,,,,,2.361394142844063
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.519736411439725,2.6152312429433833,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.6744845380753777,2.6775462018865293,,,,,,2.6348826529504623
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.5398731019735954,1.5374586444107718,,,,,,0.6855694790192042
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.9213404135437051,1.1007535802660389,,,,,,0.639013688300273
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.31189917053235,2.6480849625467107,,,,,,4.304783673935635
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.026426783475531,2.312465116525119,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.3395125283794802,1.4444727693887258,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.8445016726903078,2.039834207910273,,,,,,1.0638664849948392
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.8751745106925692,1.0258900883093882,,,,,,0.8604755612493286
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.766643538350781,1.9205254776326999,,,,,,5.072485036890308
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.1389552476417901,1.3182578943312144,,,,,,1.3172947140380096
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.0670337972948583,1.1802576066996031,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.2318781273509516,1.2847823415828001,,,,,,3.555156625512273
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.273978712962289,1.4281010896820856,,,,,,2.5220811782999313
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.771337540002564,2.0484990032935797,,,,,,1.7557037222519432
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.992304606208689,1.0543146134976806,,,,,,2.120036615780047
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.5388814015976706,2.539365563898328,,,,,,1.3020778276933553
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.614758357705476,0.6222604007806443,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.949362659448611,3.492821255801739,,,,,,4.534455176820696
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.9171990538011996,3.18186117018411,,,,,,2.5298908687813393
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.4166705270129553,0.48956403736180915,,,,,,0.3568590746968438
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.6917909395374298,2.9622213123027175,,,,,,
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.5410494401007182,1.616404578260303,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.2697898963956107,1.3286874986927848,,,,,,0.7579182252914187
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,0.3693826538715912,0.3864704198503065,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.1934959709322088,1.3188602838797365,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4278432052296082,1.5090630101492035,,,,,,1.4591710805928821
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.1860996505096029,1.252912520601523,,,,,,3.3992544842424266
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.6286803223465907,1.7299061476824487,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.1659735286358381,1.2656930204663341,,,,,,1.9930745582850578
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.9360682275927739,2.1879433308508687,,,,,,2.119660059972162
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.3639262804800505,1.5673230199584116,,,,,,inf
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.4038452577631828,1.651030135501006,,,,,,0.7864070988115206
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.192105628513048,1.2459732344464955,,,,,,2.504745943197718
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.3884376197435686,2.6338098156606136,,,,,,2.2603945193125705
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,1.951902160981865,2.213135022148247,,,,,,1.6630181012649201
0.9,DGPNorm_0_1,mean,4,10,1000,,,,,,,,,2.8650002756455004,2.9082401963013114,,,,,,4.8501157199269205
