CI,dgp,statistic,n,B,repetitions,percentile,basic,bca,bc,standard,smoothed,double,studentized,ttest,wilcoxon,ci_quant_param,ci_quant_nonparam,maritz-jarrett,chi_sq,ci_corr_pearson,double-std
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,3.1318983673618797,3.561632056156512,,,,,,
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,2.0174289765971496,2.0466529479110935,,,,,,
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.5980351679858007,1.7462488269566694,,,,,,1.9087119109846213
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.0176468669776912,1.2060279482925018,,,,,,1.4499984622924837
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.9331463128479607,2.2343853261624154,,,,,,1.891668454950795
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,2.1014556022249113,2.2253476640494045,,,,,,
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,0.9183676541206969,1.0393883850898378,,,,,,1.1124639965583614
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.2034068301029304,1.3004582802724907,,,,,,inf
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.52821529092463,1.5396016438864806,,,,,,10.45109254999007
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.987153335242151,1.9307563056461117,,,,,,3.270763838107955
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,0.6980459009547444,0.6951670713595899,,,,,,inf
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.4697526985532345,1.668537342439715,,,,,,1.599286849659869
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.7029994681564766,1.9015228120923724,,,,,,4.037362261309167
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.5374744478769888,1.6808655166325903,,,,,,
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,2.2537513019549973,2.3507465995554244,,,,,,inf
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,3.917310630356657,4.435286262193323,,,,,,
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,2.7454466570860965,2.4875718040959995,,,,,,8.877269916315038
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.0934115078305915,1.1460892815822765,,,,,,inf
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,2.515137434801969,2.240800285554579,,,,,,
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,0.8036145014629017,0.9202076169084183,,,,,,1.4274348701883586
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.565350391352726,1.678862988838266,,,,,,2.1663495847898058
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.3921448676733372,1.6430420625779214,,,,,,
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,2.3297325334377605,2.3253638471007196,,,,,,1.814142476363889
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,2.6406071204991033,2.8086275237986964,,,,,,
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,2.2763234166033617,2.589733044749133,,,,,,3.256457952800303
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.7700459374740185,2.004940290271598,,,,,,2.08944334985653
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.2723557071598968,1.3400451890680416,,,,,,
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.3637804564771732,1.573318057247176,,,,,,
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.0153733784234644,1.1606667651131222,,,,,,1.4128544398204443
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,0.8536274385021054,0.9143895451512151,,,,,,1.1508613496575917
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,2.894460642503346,3.427750782061814,,,,,,3.8490603534268275
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.9511971246861834,2.1819334671431116,,,,,,2.5277031717616523
0.9,DGPNorm_0_1,mean,4,100,1000,,,,,,,,,1.2693194280224702,1.2543071961330725,,,,,,inf
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9494033307255636,1.0429229877851067,,,,,,0.9262724834202882
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.786673694223925,0.8560346399874208,,,,,,1.3153180855598408
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1132601729342224,1.3699556524554366,,,,,,1.2798694427571364
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1974858124193044,1.3668720647201313,,,,,,1.7290092960433179
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.40846710243625,1.438924820860268,,,,,,1.7939840895384043
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.7101232722221347,1.9141660224829553,,,,,,1.7253068477630495
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.5697355499941534,0.6417811051656062,,,,,,0.316806399261397
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.293224538073208,1.412840373971136,,,,,,3.0472724768279384
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.4373624707740418,1.568230407084303,,,,,,1.2866426428625974
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0578486859035734,1.160900741208459,,,,,,1.4722733753380723
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3084748771711923,1.403808926915056,,,,,,1.4684683000948704
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.7331662388124967,1.7935438692844006,,,,,,1.3618981144426585
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9807182283258471,1.0722947135686234,,,,,,1.1428113768446728
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.4501136094481548,1.7660091154468853,,,,,,1.7706445145360634
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,2.177349659430117,2.3679520459518733,,,,,,4.260224182430405
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9184682747691864,1.0495440512233793,,,,,,0.749760853453234
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.056171397705734,1.2501315919897387,,,,,,1.5312871022988217
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.8336099838596376,0.8722628207456001,,,,,,0.7950194285661022
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.8052794776334558,2.059126357393933,,,,,,1.4149947819698974
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.085247577033435,1.249374572821274,,,,,,0.5871736551554456
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.7937138765754645,1.9727053893445732,,,,,,1.7860558084293525
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.6420027233847638,1.8398727813104423,,,,,,inf
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.8693498656961973,2.0760750708359517,,,,,,1.5870821810355387
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.5007105575526376,0.5581041104418147,,,,,,1.0450233532636224
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3833653037360272,1.346395905933876,,,,,,1.7651140634399614
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.4352028159530585,1.8333743372531914,,,,,,2.396151972764441
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.222285121078697,1.3584722487434358,,,,,,1.5173291741250612
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.5474618699834024,1.9894869294584365,,,,,,3.4222569674244836
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2609552840481586,1.374584517612449,,,,,,1.1181421915659242
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.244732589175567,1.539941208250307,,,,,,0.6848231710941326
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.8675903348895868,2.156356676065922,,,,,,1.8167147042525131
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.985984947128688,1.1851742609452947,,,,,,2.4457145274930494
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2048073997931263,1.1933162819248664,,,,,,2.7042936448273984
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.170215613795309,1.4415798358801222,,,,,,1.5756803922896583
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.7400858396503787,2.020718246919702,,,,,,2.7279111730117473
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.6474944537383085,1.7530186377627122,,,,,,0.7101743691672153
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.4464974779589953,0.4909502136641676,,,,,,inf
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.782722560324173,1.9620466341364857,,,,,,2.846018826144717
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.8559153387424606,1.0697978579616614,,,,,,0.6024827101299954
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.7398333554313984,0.7293470333361747,,,,,,0.6414339691279982
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.6393352397697996,0.7042853422008386,,,,,,inf
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2652483918486328,1.3800553513671996,,,,,,1.4287213537183074
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0131420070149635,1.3298130598332474,,,,,,0.856397753264865
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3354859198975206,1.5379970749961192,,,,,,1.738577686162402
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.492981498830234,1.6196335393564394,,,,,,4.0761078263866946
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9928972917129613,1.2895464803216794,,,,,,1.3549089058672785
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3167728683341184,1.509104049611858,,,,,,1.0718700315569152
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.5922531993676463,0.6615277834724952,,,,,,0.4124118329546309
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1166739433146189,1.2187106013580844,,,,,,0.7784758281934925
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.5744697231081752,1.657090923241861,,,,,,0.8243479228251424
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.268691085090313,1.226883908300564,,,,,,1.9626025018005542
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9064499600113427,0.9079034142723252,,,,,,0.6684081594155271
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.172809324822182,1.3373861889169136,,,,,,0.7061225989381158
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.342524910234258,1.4934411695006786,,,,,,1.7227025259858042
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.7962710431596771,0.9122403493188539,,,,,,0.8974079233091787
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.4929141973743045,1.5695370648218034,,,,,,0.8396825961223864
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3843597515725707,1.4612689446883342,,,,,,1.2148155337224982
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1430714616354636,1.28123352368358,,,,,,0.6545441453636013
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1643359839329843,1.264659924761444,,,,,,2.8628315810912337
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3211205973309261,1.517823916982805,,,,,,1.5341191764414588
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1242883568242572,1.2477657427347646,,,,,,1.2108857707518574
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.511023534340544,1.7999384190985805,,,,,,2.173723645378353
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.592830313797318,2.086986410038037,,,,,,1.1189436542845408
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.163178940221604,1.446685235224911,,,,,,0.8455075199119091
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0494591753900893,1.350214377230393,,,,,,1.0890032418275126
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1050240584813604,1.5090049120184124,,,,,,0.8584619903442696
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3181852519049806,1.50064329868559,,,,,,1.5356254439086854
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.283402583369765,1.4248462636197394,,,,,,1.3440154874547205
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.9389688022809553,2.1258229457185607,,,,,,2.2476007357537924
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,2.1697502115102996,1.9567663257795158,,,,,,3.810450381887762
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1709525752125922,1.2111054528191223,,,,,,0.8810037907988311
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3830412860653971,1.542456413302238,,,,,,1.309448226737132
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3440528052475655,1.592880415921778,,,,,,1.30252514489809
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.964461838757009,1.0707513541810585,,,,,,0.9289700192285112
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.8126834286423992,0.8377714972858403,,,,,,0.8164119593881869
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2228186169073885,1.3646136811099492,,,,,,1.6202547022526148
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0801117778734861,1.2074821226728405,,,,,,0.8972575604877582
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3791479582548911,1.8531826693902795,,,,,,1.4602990660143533
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.222967388731652,1.312678013597576,,,,,,2.7347160631732845
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.083553869156985,1.2319887913693606,,,,,,2.4311157370566905
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0106004112005849,1.0901108217319555,,,,,,1.17518695335232
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.8047729259112701,1.9694838808449453,,,,,,3.6025670256027276
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.473254593563491,1.618902462072502,,,,,,0.8808940601489126
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1948496457992754,1.4949806476082963,,,,,,2.2661601264195337
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.02417016167433,1.134815568677657,,,,,,2.144529283343281
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.6224357249193353,1.7356026724016764,,,,,,1.210348997586061
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.6059448299698995,1.7470702064869537,,,,,,3.0841256241890824
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3813208166473199,1.5664153064742057,,,,,,0.8784004785861613
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.7631473014105931,0.8822538636113422,,,,,,0.9816667610848242
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1199705624212506,1.1844231268286292,,,,,,1.7083037042807998
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0827185829457817,1.223740613787076,,,,,,1.0009417325091647
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.6178443661298894,1.8217780003969848,,,,,,1.9832250703331968
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0912024365986297,1.2378365977515795,,,,,,1.724666673669783
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0156749612475684,1.083427799595646,,,,,,0.4546384743496955
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.8595356928232718,0.7961838551694559,,,,,,0.7520977013588381
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2418667755961241,1.5113009905427763,,,,,,1.7327009697397775
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2728598485481384,1.4243101610309654,,,,,,3.5632623666130394
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.68192345338945,0.6863405411151298,,,,,,0.8769091512463478
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.922262618492233,0.7518639826378689,,,,,,1.1995966934571103
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3751617383730976,1.4177198762724896,,,,,,1.1991614199105347
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.8913039582627873,2.415730373499712,,,,,,7.490263849095209
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.4734473993410862,1.8960615735068895,,,,,,0.9221013821337414
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0686354535998253,1.2435421835195726,,,,,,1.9125540065233095
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.4843640105475073,1.4483732743454152,,,,,,1.1348100088619544
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.5585969145076868,1.653489210979822,,,,,,1.4126918635355779
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2251299268949065,1.176607722670313,,,,,,1.8902477230662917
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.4490649707166816,1.5563007649411977,,,,,,0.7128578887674575
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.4227427406374762,1.4693497340263306,,,,,,1.2553441681139308
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2816531607570905,1.2099158183034848,,,,,,2.5667821028736553
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.8476503980959514,0.898358678846829,,,,,,0.7948338323330233
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.6818241826151218,0.7200875237697291,,,,,,0.6920182478165385
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2467898809247733,1.371197948247572,,,,,,1.7300634077695065
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2400780891928909,1.2571713810848877,,,,,,1.7373153846112257
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2867079605230876,1.2742406801469113,,,,,,1.4047112154657617
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9755288132342879,1.0435521477661462,,,,,,1.141475442866617
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1608094880504258,1.2927161552489885,,,,,,0.9739546988208825
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0812122316336825,1.1940893825211953,,,,,,1.5101463009462064
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0098291758538305,1.0934393803060285,,,,,,0.8996846798682517
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9620057583661665,1.0388006509239867,,,,,,1.3191626648526844
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0241441104828568,1.127968922209904,,,,,,1.4563806537110549
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2498551311035357,1.4489768545587975,,,,,,1.7844153176548767
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0411973242267059,1.009527822088331,,,,,,0.9952345940322823
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.7466597437289764,0.715814457816401,,,,,,0.9944594777581103
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.7153275944057291,1.9082539363927538,,,,,,2.1961897173339677
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.325651623866271,1.562786697868025,,,,,,1.2003034051034196
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.335807408772347,1.427926345954099,,,,,,2.956195985928988
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.066633875383768,1.2044882810452089,,,,,,2.2879801244779676
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2768604070060268,1.284481445968554,,,,,,1.0697984363259065
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.86246332943395,0.8349318697400945,,,,,,0.9330817636419746
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0994584346210008,1.1679006626616306,,,,,,2.3341190132582725
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.5969655918009948,2.08539480387364,,,,,,2.7612887674023447
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.6938675083805206,1.8487904191284041,,,,,,3.483672879122681
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9729047254533065,1.0143989764556556,,,,,,0.9714818094111517
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.7055864112321324,0.7287236923751522,,,,,,0.6572056136260833
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.071490231423476,1.1494047787378214,,,,,,0.9936580601213836
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9030938231727716,1.0957265925168547,,,,,,2.1291144095377725
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1786019317615037,1.3160388152929918,,,,,,2.063135889917848
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.427942493924388,1.6004384911631728,,,,,,3.203488524989514
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2156226925121172,1.3355954694843861,,,,,,2.641132397461483
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3810726044876385,1.4623976769009763,,,,,,0.8450163998762799
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.6546171098018803,1.7934895451324677,,,,,,0.9201557960316826
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.6239507796201557,0.694539301264233,,,,,,0.9030886321055014
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.4249775865516185,1.604620520425386,,,,,,1.7873758140508111
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.5475910729994429,1.7528666389512686,,,,,,7.1788338186353124
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.4837269275997267,1.4880619297031443,,,,,,1.9151475091710073
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9834760183054843,1.177475657513475,,,,,,1.5543038887649745
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2068170136069238,1.3192618086408254,,,,,,1.2286439158373486
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2854958839415103,1.3271843021167606,,,,,,2.3083249858483263
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.5566037797947736,0.5420944569466011,,,,,,0.7372291767607903
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1488665119137198,1.2742828326408588,,,,,,1.4046640266101922
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1570255565919112,1.3085209131157334,,,,,,1.107414086676709
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.5937546109750507,1.8508070246822874,,,,,,2.745501730966616
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.224040499660914,1.4634122629247248,,,,,,2.3138749861984818
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.7716142384797573,0.86962203662602,,,,,,1.040663336090235
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.129963796940724,1.2148938178858852,,,,,,1.0529913297466997
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.4696140601974537,1.5986553979455849,,,,,,0.7872347981886499
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9844543230256597,1.1469286156038205,,,,,,0.4710910566910028
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9905853080999685,1.006496279856196,,,,,,2.4650258830774217
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0516997082300286,1.274738864383252,,,,,,1.06745069471096
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.7455320116864308,1.80947964072358,,,,,,1.2497142778363106
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9025580489470089,1.0086343401620081,,,,,,1.1277709902097866
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9923676922260316,1.304623662370437,,,,,,1.4242514646080608
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1212193664590262,1.2944110143860192,,,,,,1.3004496424429859
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.0257100093589906,1.2044349735104187,,,,,,0.6974870895202331
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1303306477362673,1.2727034320297026,,,,,,1.6764525571354927
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.8137392989364183,1.061544042216578,,,,,,1.4337810135150906
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3107090054900157,1.4433044048488617,,,,,,1.7681234692252068
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.5243028692464289,1.5364246976913334,,,,,,1.0962043470105758
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.1263108958242243,1.2680110469243537,,,,,,0.5822065781838542
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.965115914317432,2.3430374119669644,,,,,,1.34028083143642
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.718166022889796,2.173191430529733,,,,,,2.1902228041065603
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3751937057655268,1.5183816683590967,,,,,,1.5235458617574105
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,2.051846997606603,2.2946130038724717,,,,,,1.9147602997093363
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.8687221268385409,0.9576645960909973,,,,,,1.5545644916552084
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3424229240205665,1.5432776621737363,,,,,,2.9007491136488457
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.3245860386033972,1.6004449243373127,,,,,,2.149842635129718
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2398187476426448,1.3053551022339307,,,,,,2.6178778608728095
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9073452742672246,0.9193125004276292,,,,,,0.5386481566690919
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.442034971534238,1.6160733291780018,,,,,,1.006044348893231
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.5205412976763515,1.8369906139510068,,,,,,1.448033413076332
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.8823532097903521,0.8679830696007574,,,,,,0.49543697664416575
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.2582334737543883,1.2262679031905068,,,,,,0.9840495258925497
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,1.557200057924704,1.6907898729275435,,,,,,3.5652708327422546
0.9,DGPNorm_0_1,mean,8,10,1000,,,,,,,,,0.9394349483563142,0.9629051519595608,,,,,,0.9296381511562533
